T/R 	1         	2         	3         	4         	5         	6         	7         	8         	9         	10        	11        	12        	13        	14        	15        	16        	17        	18        	19        	20        	21        	22        	23        	24        	25
113 	    0.0027224701	    0.0027957767	    0.0033444175	8.31710609328E+6	1.14927224437E+7	    0.0045418256	    0.0071202090	2.60315260895E+7	2.64941239565E+7	2.58834334871E+7	1.89813100764E+7	9.86453605410E+5	2.39837321146E+7	2.83791645046E+7	2.75054503875E+7	2.80806966870E+7	2.75304039370E+7	9.82845543460E+6	4.37791352386E+6	8.34653063005E+6	2.12186961485E+7	2.07709665582E+7	1.65074893776E+7	1.57716040650E+6	3.45832565641E+6
114 	    0.0027859066	    0.0028510656	    0.0034065663	8.31710609307E+6	1.14927224436E+7	    0.0046286687	    0.0072494413	2.60315260893E+7	2.64941239564E+7	2.58834334871E+7	1.89813100763E+7	9.86453605312E+5	2.39837321145E+7	2.83791645045E+7	2.75054503875E+7	2.80806966869E+7	2.75304039370E+7	9.82845543455E+6	4.37791352382E+6	8.34653063001E+6	2.12186961485E+7	2.07709665581E+7	1.65074893775E+7	1.57716040647E+6	3.45832565638E+6
115 	    0.0028509213	    0.0029073971	    0.0034698808	8.31710609285E+6	1.14927224435E+7	    0.0047173273	    0.0073808743	2.60315260891E+7	2.64941239564E+7	2.58834334870E+7	1.89813100762E+7	9.86453605623E+5	2.39837321144E+7	2.83791645044E+7	2.75054503874E+7	2.80806966868E+7	2.75304039369E+7	9.82845543451E+6	4.37791352377E+6	8.34653062998E+6	2.12186961484E+7	2.07709665581E+7	1.65074893775E+7	1.57716040644E+6	3.45832565635E+6
116 	    0.0029175475	    0.0029647860	    0.0035343836	8.31710609261E+6	1.14927224434E+7	    0.0048078695	    0.0075145704	2.60315260889E+7	2.64941239563E+7	2.58834334870E+7	1.89813100762E+7	9.86453606107E+5	2.39837321143E+7	2.83791645043E+7	2.75054503874E+7	2.80806966868E+7	2.75304039369E+7	9.82845543446E+6	4.37791352373E+6	8.34653062994E+6	2.12186961484E+7	2.07709665581E+7	1.65074893774E+7	1.57716040641E+6	3.45832565631E+6
117 	    0.0029858191	    0.0030232469	    0.0036000971	8.31710609237E+6	1.14927224433E+7	    0.0049003652	    0.0076505915	2.60315260887E+7	2.64941239562E+7	2.58834334869E+7	1.89813100761E+7	9.86453606572E+5	2.39837321142E+7	2.83791645042E+7	2.75054503873E+7	2.80806966867E+7	2.75304039368E+7	9.82845543441E+6	4.37791352368E+6	8.34653062990E+6	2.12186961484E+7	2.07709665581E+7	1.65074893774E+7	1.57716040638E+6	3.45832565628E+6
118 	    0.0030557705	    0.0030827946	    0.0036670436	8.31710609212E+6	1.14927224432E+7	    0.0049948858	    0.0077890004	2.60315260885E+7	2.64941239561E+7	2.58834334869E+7	1.89813100760E+7	9.86453606912E+5	2.39837321140E+7	2.83791645041E+7	2.75054503873E+7	2.80806966867E+7	2.75304039368E+7	9.82845543436E+6	4.37791352364E+6	8.34653062986E+6	2.12186961483E+7	2.07709665580E+7	1.65074893773E+7	1.57716040635E+6	3.45832565624E+6
119 	    0.0031274366	    0.0031434438	    0.0037352455	8.31710609186E+6	1.14927224431E+7	    0.0050915048	    0.0079298609	2.60315260884E+7	2.64941239560E+7	2.58834334868E+7	1.89813100759E+7	9.86453607083E+5	2.39837321139E+7	2.83791645040E+7	2.75054503872E+7	2.80806966866E+7	2.75304039367E+7	9.82845543430E+6	4.37791352359E+6	8.34653062981E+6	2.12186961483E+7	2.07709665580E+7	1.65074893773E+7	1.57716040632E+6	3.45832565621E+6
120 	    0.0032008531	    0.0032052094	    0.0038047255	8.31710609158E+6	1.14927224430E+7	    0.0051902976	    0.0080732386	2.60315260882E+7	2.64941239559E+7	2.58834334867E+7	1.89813100759E+7	9.86453607075E+5	2.39837321138E+7	2.83791645039E+7	2.75054503872E+7	2.80806966865E+7	2.75304039366E+7	9.82845543425E+6	4.37791352354E+6	8.34653062977E+6	2.12186961483E+7	2.07709665579E+7	1.65074893772E+7	1.57716040629E+6	3.45832565617E+6
121 	    0.0032760565	    0.0032681063	    0.0038755062	8.31710609130E+6	1.14927224428E+7	    0.0052913418	    0.0082192001	2.60315260881E+7	2.64941239559E+7	2.58834334867E+7	1.89813100758E+7	9.86453606899E+5	2.39837321137E+7	2.83791645038E+7	2.75054503872E+7	2.80806966865E+7	2.75304039366E+7	9.82845543420E+6	4.37791352350E+6	8.34653062973E+6	2.12186961482E+7	2.07709665579E+7	1.65074893772E+7	1.57716040626E+6	3.45832565614E+6
122 	    0.0033530839	    0.0033321498	    0.0039476105	8.31710609102E+6	1.14927224427E+7	    0.0053947170	    0.0083678135	2.60315260880E+7	2.64941239558E+7	2.58834334866E+7	1.89813100757E+7	9.86453606571E+5	2.39837321135E+7	2.83791645037E+7	2.75054503871E+7	2.80806966864E+7	2.75304039365E+7	9.82845543414E+6	4.37791352345E+6	8.34653062968E+6	2.12186961482E+7	2.07709665579E+7	1.65074893771E+7	1.57716040623E+6	3.45832565610E+6
123 	    0.0034319733	    0.0033973553	    0.0040210615	8.31710609072E+6	1.14927224426E+7	    0.0055005053	    0.0085191481	2.60315260879E+7	2.64941239557E+7	2.58834334866E+7	1.89813100756E+7	9.86453606111E+5	2.39837321134E+7	2.83791645035E+7	2.75054503871E+7	2.80806966864E+7	2.75304039365E+7	9.82845543408E+6	4.37791352340E+6	8.34653062964E+6	2.12186961482E+7	2.07709665578E+7	1.65074893771E+7	1.57716040620E+6	3.45832565606E+6
124 	    0.0035127636	    0.0034637386	    0.0040958827	8.31710609042E+6	1.14927224425E+7	    0.0056087909	    0.0086732745	2.60315260878E+7	2.64941239556E+7	2.58834334865E+7	1.89813100755E+7	9.86453605535E+5	2.39837321133E+7	2.83791645034E+7	2.75054503870E+7	2.80806966863E+7	2.75304039364E+7	9.82845543402E+6	4.37791352334E+6	8.34653062959E+6	2.12186961482E+7	2.07709665578E+7	1.65074893770E+7	1.57716040616E+6	3.45832565602E+6
125 	    0.0035954941	    0.0035313159	    0.0041720977	8.31710609011E+6	1.14927224423E+7	    0.0057196603	    0.0088302648	2.60315260876E+7	2.64941239555E+7	2.58834334864E+7	1.89813100754E+7	9.86453604857E+5	2.39837321131E+7	2.83791645033E+7	2.75054503869E+7	2.80806966862E+7	2.75304039363E+7	9.82845543396E+6	4.37791352329E+6	8.34653062954E+6	2.12186961481E+7	2.07709665578E+7	1.65074893769E+7	1.57716040613E+6	3.45832565598E+6
126 	    0.0036802054	    0.0036001038	    0.0042497304	8.31710608979E+6	1.14927224422E+7	    0.0058332027	    0.0089901925	2.60315260875E+7	2.64941239554E+7	2.58834334864E+7	1.89813100753E+7	9.86453604091E+5	2.39837321130E+7	2.83791645032E+7	2.75054503869E+7	2.80806966862E+7	2.75304039363E+7	9.82845543390E+6	4.37791352324E+6	8.34653062949E+6	2.12186961481E+7	2.07709665577E+7	1.65074893769E+7	1.57716040610E+6	3.45832565594E+6
127 	    0.0037669386	    0.0036701194	    0.0043288052	8.31710608947E+6	1.14927224420E+7	    0.0059495097	    0.0091531330	2.60315260874E+7	2.64941239553E+7	2.58834334863E+7	1.89813100752E+7	9.86453603245E+5	2.39837321129E+7	2.83791645030E+7	2.75054503868E+7	2.80806966861E+7	2.75304039362E+7	9.82845543384E+6	4.37791352319E+6	8.34653062944E+6	2.12186961481E+7	2.07709665577E+7	1.65074893768E+7	1.57716040606E+6	3.45832565590E+6
128 	    0.0038557353	    0.0037413803	    0.0044093468	8.31710608914E+6	1.14927224419E+7	    0.0060686752	    0.0093191633	2.60315260873E+7	2.64941239552E+7	2.58834334862E+7	1.89813100751E+7	9.86453602329E+5	2.39837321127E+7	2.83791645029E+7	2.75054503868E+7	2.80806966860E+7	2.75304039361E+7	9.82845543378E+6	4.37791352313E+6	8.34653062939E+6	2.12186961480E+7	2.07709665576E+7	1.65074893768E+7	1.57716040603E+6	3.45832565586E+6
129 	    0.0039466382	    0.0038139046	    0.0044913802	8.31710608880E+6	1.14927224418E+7	    0.0061907958	    0.0094883624	2.60315260872E+7	2.64941239551E+7	2.58834334862E+7	1.89813100750E+7	9.86453601352E+5	2.39837321126E+7	2.83791645027E+7	2.75054503867E+7	2.80806966859E+7	2.75304039361E+7	9.82845543371E+6	4.37791352308E+6	8.34653062934E+6	2.12186961480E+7	2.07709665576E+7	1.65074893767E+7	1.57716040599E+6	3.45832565582E+6
130 	    0.0040396903	    0.0038877113	    0.0045749310	8.31710608846E+6	1.14927224416E+7	    0.0063159707	    0.0096608114	2.60315260871E+7	2.64941239550E+7	2.58834334861E+7	1.89813100749E+7	9.86453600319E+5	2.39837321124E+7	2.83791645026E+7	2.75054503867E+7	2.80806966859E+7	2.75304039360E+7	9.82845543365E+6	4.37791352302E+6	8.34653062929E+6	2.12186961480E+7	2.07709665576E+7	1.65074893766E+7	1.57716040595E+6	3.45832565578E+6
131 	    0.0041349349	    0.0039628198	    0.0046600252	8.31710608811E+6	1.14927224415E+7	    0.0064443014	    0.0098365935	2.60315260869E+7	2.64941239549E+7	2.58834334860E+7	1.89813100748E+7	9.86453599237E+5	2.39837321122E+7	2.83791645024E+7	2.75054503866E+7	2.80806966858E+7	2.75304039359E+7	9.82845543358E+6	4.37791352296E+6	8.34653062923E+6	2.12186961479E+7	2.07709665575E+7	1.65074893766E+7	1.57716040591E+6	3.45832565574E+6
132 	    0.0042324161	    0.0040392505	    0.0047466892	8.31710608776E+6	1.14927224413E+7	    0.0065758920	    0.0100157941	2.60315260868E+7	2.64941239548E+7	2.58834334860E+7	1.89813100747E+7	9.86453598111E+5	2.39837321121E+7	2.83791645023E+7	2.75054503866E+7	2.80806966857E+7	2.75304039358E+7	9.82845543351E+6	4.37791352290E+6	8.34653062918E+6	2.12186961479E+7	2.07709665575E+7	1.65074893765E+7	1.57716040587E+6	3.45832565569E+6
133 	    0.0043321778	    0.0041170246	    0.0048349498	8.31710608739E+6	1.14927224411E+7	    0.0067108489	    0.0101985011	2.60315260866E+7	2.64941239546E+7	2.58834334859E+7	1.89813100746E+7	9.86453596945E+5	2.39837321119E+7	2.83791645021E+7	2.75054503865E+7	2.80806966856E+7	2.75304039358E+7	9.82845543344E+6	4.37791352284E+6	8.34653062912E+6	2.12186961478E+7	2.07709665574E+7	1.65074893764E+7	1.57716040583E+6	3.45832565565E+6
134 	    0.0044342642	    0.0041961640	    0.0049248347	8.31710608702E+6	1.14927224410E+7	    0.0068492811	    0.0103848046	2.60315260864E+7	2.64941239545E+7	2.58834334858E+7	1.89813100745E+7	9.86453595743E+5	2.39837321117E+7	2.83791645020E+7	2.75054503864E+7	2.80806966856E+7	2.75304039357E+7	9.82845543337E+6	4.37791352278E+6	8.34653062906E+6	2.12186961478E+7	2.07709665574E+7	1.65074893764E+7	1.57716040579E+6	3.45832565560E+6
135 	    0.0045387194	    0.0042766918	    0.0050163717	8.31710608665E+6	1.14927224408E+7	    0.0069912996	    0.0105747971	2.60315260862E+7	2.64941239544E+7	2.58834334857E+7	1.89813100744E+7	9.86453594506E+5	2.39837321116E+7	2.83791645018E+7	2.75054503864E+7	2.80806966855E+7	2.75304039356E+7	9.82845543329E+6	4.37791352272E+6	8.34653062900E+6	2.12186961478E+7	2.07709665573E+7	1.65074893763E+7	1.57716040575E+6	3.45832565555E+6
136 	    0.0046455872	    0.0043586317	    0.0051095894	8.31710608626E+6	1.14927224406E+7	    0.0071370179	    0.0107685736	2.60315260860E+7	2.64941239543E+7	2.58834334857E+7	1.89813100743E+7	9.86453593238E+5	2.39837321114E+7	2.83791645016E+7	2.75054503863E+7	2.80806966854E+7	2.75304039355E+7	9.82845543322E+6	4.37791352266E+6	8.34653062894E+6	2.12186961477E+7	2.07709665573E+7	1.65074893762E+7	1.57716040571E+6	3.45832565551E+6
137 	    0.0047549111	    0.0044420091	    0.0052045170	8.31710608587E+6	1.14927224404E+7	    0.0072865514	    0.0109662315	2.60315260857E+7	2.64941239542E+7	2.58834334856E+7	1.89813100742E+7	9.86453591940E+5	2.39837321112E+7	2.83791645015E+7	2.75054503863E+7	2.80806966853E+7	2.75304039354E+7	9.82845543314E+6	4.37791352260E+6	8.34653062888E+6	2.12186961477E+7	2.07709665572E+7	1.65074893761E+7	1.57716040566E+6	3.45832565546E+6
138 	    0.0048667339	    0.0045268499	    0.0053011844	8.31710608547E+6	1.14927224403E+7	    0.0074400178	    0.0111678709	2.60315260854E+7	2.64941239540E+7	2.58834334855E+7	1.89813100741E+7	9.86453590612E+5	2.39837321110E+7	2.83791645013E+7	2.75054503862E+7	2.80806966852E+7	2.75304039354E+7	9.82845543306E+6	4.37791352253E+6	8.34653062882E+6	2.12186961477E+7	2.07709665572E+7	1.65074893761E+7	1.57716040562E+6	3.45832565541E+6
139 	    0.0049810975	    0.0046131816	    0.0053996221	8.31710608507E+6	1.14927224401E+7	    0.0075975364	    0.0113735940	2.60315260851E+7	2.64941239539E+7	2.58834334854E+7	1.89813100739E+7	9.86453589255E+5	2.39837321108E+7	2.83791645011E+7	2.75054503861E+7	2.80806966851E+7	2.75304039353E+7	9.82845543298E+6	4.37791352247E+6	8.34653062875E+6	2.12186961476E+7	2.07709665571E+7	1.65074893760E+7	1.57716040557E+6	3.45832565536E+6
140 	    0.0050980428	    0.0047010329	    0.0054998613	8.31710608465E+6	1.14927224399E+7	    0.0077592288	    0.0115835056	2.60315260848E+7	2.64941239538E+7	2.58834334853E+7	1.89813100738E+7	9.86453587868E+5	2.39837321106E+7	2.83791645009E+7	2.75054503861E+7	2.80806966850E+7	2.75304039352E+7	9.82845543290E+6	4.37791352240E+6	8.34653062869E+6	2.12186961476E+7	2.07709665571E+7	1.65074893759E+7	1.57716040553E+6	3.45832565531E+6
141 	    0.0052176096	    0.0047904338	    0.0056019341	8.31710608423E+6	1.14927224397E+7	    0.0079252178	    0.0117977130	2.60315260845E+7	2.64941239537E+7	2.58834334852E+7	1.89813100737E+7	9.86453586453E+5	2.39837321105E+7	2.83791645007E+7	2.75054503860E+7	2.80806966850E+7	2.75304039351E+7	9.82845543282E+6	4.37791352233E+6	8.34653062862E+6	2.12186961475E+7	2.07709665570E+7	1.65074893758E+7	1.57716040548E+6	3.45832565526E+6
142 	    0.0053398360	    0.0048814158	    0.0057058734	8.31710608380E+6	1.14927224395E+7	    0.0080956283	    0.0120163258	2.60315260841E+7	2.64941239535E+7	2.58834334851E+7	1.89813100736E+7	9.86453585008E+5	2.39837321102E+7	2.83791645005E+7	2.75054503859E+7	2.80806966849E+7	2.75304039350E+7	9.82845543273E+6	4.37791352226E+6	8.34653062855E+6	2.12186961475E+7	2.07709665570E+7	1.65074893757E+7	1.57716040543E+6	3.45832565521E+6
143 	    0.0054647587	    0.0049740120	    0.0058117130	8.31710608336E+6	1.14927224393E+7	    0.0082705863	    0.0122394557	2.60315260837E+7	2.64941239534E+7	2.58834334851E+7	1.89813100734E+7	9.86453583533E+5	2.39837321100E+7	2.83791645003E+7	2.75054503858E+7	2.80806966848E+7	2.75304039349E+7	9.82845543265E+6	4.37791352219E+6	8.34653062848E+6	2.12186961475E+7	2.07709665569E+7	1.65074893757E+7	1.57716040538E+6	3.45832565516E+6
144 	    0.0055924122	    0.0050682569	    0.0059194877	8.31710608292E+6	1.14927224391E+7	    0.0084502192	    0.0124672168	2.60315260832E+7	2.64941239532E+7	2.58834334850E+7	1.89813100733E+7	9.86453582027E+5	2.39837321098E+7	2.83791645001E+7	2.75054503858E+7	2.80806966847E+7	2.75304039348E+7	9.82845543256E+6	4.37791352212E+6	8.34653062841E+6	2.12186961474E+7	2.07709665569E+7	1.65074893756E+7	1.57716040532E+6	3.45832565510E+6
145 	    0.0057228292	    0.0051641869	    0.0060292332	8.31710608246E+6	1.14927224389E+7	    0.0086346559	    0.0126997251	2.60315260828E+7	2.64941239531E+7	2.58834334849E+7	1.89813100732E+7	9.86453580490E+5	2.39837321096E+7	2.83791644999E+7	2.75054503857E+7	2.80806966846E+7	2.75304039347E+7	9.82845543247E+6	4.37791352205E+6	8.34653062834E+6	2.12186961474E+7	2.07709665568E+7	1.65074893755E+7	1.57716040527E+6	3.45832565505E+6
146 	    0.0058560398	    0.0052618401	    0.0061409867	8.31710608200E+6	1.14927224387E+7	    0.0088240259	    0.0129370987	2.60315260823E+7	2.64941239529E+7	2.58834334848E+7	1.89813100730E+7	9.86453578921E+5	2.39837321094E+7	2.83791644997E+7	2.75054503856E+7	2.80806966845E+7	2.75304039346E+7	9.82845543238E+6	4.37791352197E+6	8.34653062826E+6	2.12186961473E+7	2.07709665568E+7	1.65074893754E+7	1.57716040521E+6	3.45832565499E+6
147 	    0.0059920720	    0.0053612564	    0.0062547861	8.31710608153E+6	1.14927224384E+7	    0.0090184601	    0.0131794573	2.60315260817E+7	2.64941239528E+7	2.58834334847E+7	1.89813100729E+7	9.86453577319E+5	2.39837321092E+7	2.83791644995E+7	2.75054503855E+7	2.80806966844E+7	2.75304039345E+7	9.82845543228E+6	4.37791352190E+6	8.34653062819E+6	2.12186961473E+7	2.07709665567E+7	1.65074893753E+7	1.57716040516E+6	3.45832565494E+6
148 	    0.0061309508	    0.0054624780	    0.0063706713	8.31710608105E+6	1.14927224382E+7	    0.0092180896	    0.0134269223	2.60315260812E+7	2.64941239526E+7	2.58834334846E+7	1.89813100727E+7	9.86453575684E+5	2.39837321089E+7	2.83791644993E+7	2.75054503855E+7	2.80806966843E+7	2.75304039344E+7	9.82845543219E+6	4.37791352182E+6	8.34653062811E+6	2.12186961472E+7	2.07709665566E+7	1.65074893752E+7	1.57716040510E+6	3.45832565488E+6
149 	    0.0062726987	    0.0055655488	    0.0064886831	8.31710608056E+6	1.14927224380E+7	    0.0094230466	    0.0136796169	2.60315260806E+7	2.64941239525E+7	2.58834334845E+7	1.89813100726E+7	9.86453574014E+5	2.39837321087E+7	2.83791644990E+7	2.75054503854E+7	2.80806966842E+7	2.75304039343E+7	9.82845543209E+6	4.37791352174E+6	8.34653062803E+6	2.12186961472E+7	2.07709665566E+7	1.65074893751E+7	1.57716040504E+6	3.45832565482E+6
150 	    0.0064173351	    0.0056705153	    0.0066088642	8.31710608006E+6	1.14927224377E+7	    0.0096334634	    0.0139376651	2.60315260800E+7	2.64941239523E+7	2.58834334844E+7	1.89813100724E+7	9.86453572308E+5	2.39837321085E+7	2.83791644988E+7	2.75054503853E+7	2.80806966840E+7	2.75304039342E+7	9.82845543199E+6	4.37791352166E+6	8.34653062795E+6	2.12186961471E+7	2.07709665565E+7	1.65074893750E+7	1.57716040497E+6	3.45832565476E+6
151 	    0.0065648764	    0.0057774262	    0.0067312591	8.31710607955E+6	1.14927224375E+7	    0.0098494728	    0.0142011922	2.60315260793E+7	2.64941239522E+7	2.58834334843E+7	1.89813100723E+7	9.86453570567E+5	2.39837321082E+7	2.83791644986E+7	2.75054503852E+7	2.80806966839E+7	2.75304039341E+7	9.82845543189E+6	4.37791352158E+6	8.34653062787E+6	2.12186961471E+7	2.07709665565E+7	1.65074893749E+7	1.57716040491E+6	3.45832565470E+6
152 	    0.0067153362	    0.0058863327	    0.0068559142	8.31710607903E+6	1.14927224372E+7	    0.0100712074	    0.0144703245	2.60315260787E+7	2.64941239520E+7	2.58834334841E+7	1.89813100721E+7	9.86453568789E+5	2.39837321080E+7	2.83791644983E+7	2.75054503851E+7	2.80806966838E+7	2.75304039340E+7	9.82845543179E+6	4.37791352150E+6	8.34653062779E+6	2.12186961470E+7	2.07709665564E+7	1.65074893748E+7	1.57716040485E+6	3.45832565464E+6
153 	    0.0068687246	    0.0059972886	    0.0069828779	8.31710607851E+6	1.14927224370E+7	    0.0102988000	    0.0147451888	2.60315260779E+7	2.64941239518E+7	2.58834334840E+7	1.89813100719E+7	9.86453566973E+5	2.39837321077E+7	2.83791644981E+7	2.75054503851E+7	2.80806966837E+7	2.75304039339E+7	9.82845543168E+6	4.37791352142E+6	8.34653062770E+6	2.12186961470E+7	2.07709665563E+7	1.65074893747E+7	1.57716040478E+6	3.45832565458E+6
154 	    0.0070250488	    0.0061103507	    0.0071122011	8.31710607797E+6	1.14927224367E+7	    0.0105323828	    0.0150259124	2.60315260772E+7	2.64941239517E+7	2.58834334839E+7	1.89813100718E+7	9.86453565119E+5	2.39837321074E+7	2.83791644978E+7	2.75054503850E+7	2.80806966836E+7	2.75304039338E+7	9.82845543157E+6	4.37791352133E+6	8.34653062762E+6	2.12186961469E+7	2.07709665563E+7	1.65074893746E+7	1.57716040471E+6	3.45832565452E+6
155 	    0.0071843129	    0.0062255788	    0.0072439373	8.31710607742E+6	1.14927224364E+7	    0.0107720878	    0.0153126226	2.60315260765E+7	2.64941239515E+7	2.58834334838E+7	1.89813100716E+7	9.86453563225E+5	2.39837321072E+7	2.83791644975E+7	2.75054503849E+7	2.80806966835E+7	2.75304039337E+7	9.82845543147E+6	4.37791352125E+6	8.34653062753E+6	2.12186961469E+7	2.07709665562E+7	1.65074893745E+7	1.57716040464E+6	3.45832565445E+6
156 	    0.0073465180	    0.0063430357	    0.0073781428	8.31710607686E+6	1.14927224362E+7	    0.0110180462	    0.0156054471	2.60315260757E+7	2.64941239513E+7	2.58834334837E+7	1.89813100714E+7	9.86453561291E+5	2.39837321069E+7	2.83791644973E+7	2.75054503848E+7	2.80806966833E+7	2.75304039335E+7	9.82845543135E+6	4.37791352116E+6	8.34653062744E+6	2.12186961468E+7	2.07709665561E+7	1.65074893744E+7	1.57716040457E+6	3.45832565439E+6
157 	    0.0075116620	    0.0064627878	    0.0075148770	8.31710607629E+6	1.14927224359E+7	    0.0112703880	    0.0159045128	2.60315260749E+7	2.64941239511E+7	2.58834334836E+7	1.89813100712E+7	9.86453559315E+5	2.39837321066E+7	2.83791644970E+7	2.75054503847E+7	2.80806966832E+7	2.75304039334E+7	9.82845543124E+6	4.37791352107E+6	8.34653062735E+6	2.12186961468E+7	2.07709665560E+7	1.65074893742E+7	1.57716040449E+6	3.45832565432E+6
158 	    0.0076797404	    0.0065849054	    0.0076542027	8.31710607571E+6	1.14927224356E+7	    0.0115292425	    0.0162099465	2.60315260740E+7	2.64941239509E+7	2.58834334834E+7	1.89813100710E+7	9.86453557298E+5	2.39837321063E+7	2.83791644967E+7	2.75054503846E+7	2.80806966831E+7	2.75304039333E+7	9.82845543113E+6	4.37791352098E+6	8.34653062725E+6	2.12186961467E+7	2.07709665560E+7	1.65074893741E+7	1.57716040441E+6	3.45832565425E+6
159 	    0.0078507457	    0.0067094622	    0.0077961867	8.31710607511E+6	1.14927224353E+7	    0.0117947373	    0.0165218741	2.60315260732E+7	2.64941239507E+7	2.58834334833E+7	1.89813100709E+7	9.86453555238E+5	2.39837321060E+7	2.83791644964E+7	2.75054503845E+7	2.80806966830E+7	2.75304039332E+7	9.82845543101E+6	4.37791352088E+6	8.34653062716E+6	2.12186961466E+7	2.07709665559E+7	1.65074893740E+7	1.57716040434E+6	3.45832565418E+6
160 	    0.0080246684	    0.0068365366	    0.0079408995	8.31710607451E+6	1.14927224350E+7	    0.0120669985	    0.0168404204	2.60315260723E+7	2.64941239505E+7	2.58834334832E+7	1.89813100707E+7	9.86453553135E+5	2.39837321057E+7	2.83791644961E+7	2.75054503844E+7	2.80806966828E+7	2.75304039330E+7	9.82845543089E+6	4.37791352079E+6	8.34653062706E+6	2.12186961466E+7	2.07709665558E+7	1.65074893739E+7	1.57716040425E+6	3.45832565411E+6
161 	    0.0082014965	    0.0069662115	    0.0080884165	8.31710607390E+6	1.14927224347E+7	    0.0123461502	    0.0171657093	2.60315260713E+7	2.64941239503E+7	2.58834334831E+7	1.89813100705E+7	9.86453550986E+5	2.39837321054E+7	2.83791644958E+7	2.75054503843E+7	2.80806966827E+7	2.75304039329E+7	9.82845543077E+6	4.37791352069E+6	8.34653062697E+6	2.12186961465E+7	2.07709665557E+7	1.65074893737E+7	1.57716040417E+6	3.45832565404E+6
162 	    0.0083812163	    0.0070985745	    0.0082388176	8.31710607327E+6	1.14927224344E+7	    0.0126323143	    0.0174978632	2.60315260704E+7	2.64941239501E+7	2.58834334829E+7	1.89813100703E+7	9.86453548793E+5	2.39837321051E+7	2.83791644955E+7	2.75054503842E+7	2.80806966825E+7	2.75304039328E+7	9.82845543064E+6	4.37791352059E+6	8.34653062687E+6	2.12186961465E+7	2.07709665557E+7	1.65074893736E+7	1.57716040409E+6	3.45832565397E+6
163 	    0.0085638124	    0.0072337186	    0.0083921882	8.31710607263E+6	1.14927224341E+7	    0.0129256104	    0.0178370028	2.60315260695E+7	2.64941239499E+7	2.58834334828E+7	1.89813100701E+7	9.86453546554E+5	2.39837321047E+7	2.83791644952E+7	2.75054503841E+7	2.80806966824E+7	2.75304039326E+7	9.82845543052E+6	4.37791352049E+6	8.34653062677E+6	2.12186961464E+7	2.07709665556E+7	1.65074893735E+7	1.57716040400E+6	3.45832565389E+6
164 	    0.0087492684	    0.0073717426	    0.0085486192	8.31710607198E+6	1.14927224337E+7	    0.0132261550	    0.0181832473	2.60315260685E+7	2.64941239497E+7	2.58834334826E+7	1.89813100698E+7	9.86453544268E+5	2.39837321044E+7	2.83791644948E+7	2.75054503840E+7	2.80806966823E+7	2.75304039325E+7	9.82845543039E+6	4.37791352038E+6	8.34653062666E+6	2.12186961463E+7	2.07709665555E+7	1.65074893733E+7	1.57716040391E+6	3.45832565382E+6
165 	    0.0089375668	    0.0075127514	    0.0087082077	8.31710607131E+6	1.14927224334E+7	    0.0135340620	    0.0185367140	2.60315260675E+7	2.64941239494E+7	2.58834334825E+7	1.89813100696E+7	9.86453541934E+5	2.39837321040E+7	2.83791644945E+7	2.75054503839E+7	2.80806966821E+7	2.75304039323E+7	9.82845543026E+6	4.37791352028E+6	8.34653062656E+6	2.12186961463E+7	2.07709665554E+7	1.65074893732E+7	1.57716040381E+6	3.45832565374E+6
166 	    0.0091286896	    0.0076568562	    0.0088710571	8.31710607064E+6	1.14927224331E+7	    0.0138494414	    0.0188975178	2.60315260664E+7	2.64941239492E+7	2.58834334823E+7	1.89813100694E+7	9.86453539551E+5	2.39837321037E+7	2.83791644941E+7	2.75054503838E+7	2.80806966820E+7	2.75304039322E+7	9.82845543013E+6	4.37791352017E+6	8.34653062645E+6	2.12186961462E+7	2.07709665553E+7	1.65074893731E+7	1.57716040372E+6	3.45832565366E+6
167 	    0.0093226190	    0.0078041757	    0.0090372776	8.31710606995E+6	1.14927224327E+7	    0.0141724000	    0.0192657715	2.60315260654E+7	2.64941239490E+7	2.58834334822E+7	1.89813100692E+7	9.86453537120E+5	2.39837321033E+7	2.83791644938E+7	2.75054503837E+7	2.80806966818E+7	2.75304039320E+7	9.82845542999E+6	4.37791352006E+6	8.34653062634E+6	2.12186961461E+7	2.07709665552E+7	1.65074893729E+7	1.57716040362E+6	3.45832565358E+6
168 	    0.0095193374	    0.0079548360	    0.0092069866	8.31710606925E+6	1.14927224324E+7	    0.0145030405	    0.0196415853	2.60315260643E+7	2.64941239487E+7	2.58834334820E+7	1.89813100689E+7	9.86453534638E+5	2.39837321030E+7	2.83791644934E+7	2.75054503835E+7	2.80806966816E+7	2.75304039319E+7	9.82845542985E+6	4.37791351995E+6	8.34653062623E+6	2.12186961461E+7	2.07709665551E+7	1.65074893728E+7	1.57716040352E+6	3.45832565350E+6
169 	    0.0097188276	    0.0081089711	    0.0093803085	8.31710606853E+6	1.14927224320E+7	    0.0148414616	    0.0200250663	2.60315260633E+7	2.64941239485E+7	2.58834334819E+7	1.89813100687E+7	9.86453532106E+5	2.39837321026E+7	2.83791644931E+7	2.75054503834E+7	2.80806966815E+7	2.75304039317E+7	9.82845542971E+6	4.37791351983E+6	8.34653062612E+6	2.12186961460E+7	2.07709665550E+7	1.65074893726E+7	1.57716040342E+6	3.45832565341E+6
