T/R 	1         	2         	3         	4         	5         	6         	7         	8         	9         	10        	11        	12        	13        	14        	15        	16        	17        	18        	19        	20        	21        	22        	23        	24        	25
56  	    0.0010134811	    0.0011726775	    0.0017081437	 9646.8700744712	8.53503382129E+6	    0.0076841175	77127.0487929598	4.13615380101E+5	2.64941239568E+7	2.58834334886E+7	1.89813100773E+7	3.11951501020E+5	2.39837320877E+7	2.83791644842E+7	2.75054503890E+7	2.80806966883E+7	2.75304039385E+7	9.82845543611E+6	4.37791352527E+6	8.34653063131E+6	2.12186961495E+7	2.07709665594E+7	1.65074893790E+7	1.57716040751E+6	3.45832565747E+6
57  	    0.0009995102	    0.0011490281	    0.0016485915	 9646.8895089922	1.00995910343E+7	    0.0070634518	77127.0474034094	4.13615380465E+5	2.64941239570E+7	2.58834334886E+7	1.89813100774E+7	3.11951501135E+5	2.39837320972E+7	2.83791644907E+7	2.75054503890E+7	2.80806966884E+7	2.75304039385E+7	9.82845543611E+6	4.37791352526E+6	8.34653063130E+6	2.12186961495E+7	2.07709665594E+7	1.65074893790E+7	1.57716040750E+6	3.45832565746E+6
58  	    0.0009890063	    0.0011296895	    0.0015952424	 9646.9138840082	1.14927224233E+7	    0.0064519571	    0.4446110041	4.13615381110E+5	2.64941239572E+7	2.58834334886E+7	1.89813100775E+7	3.11951501267E+5	2.39837321037E+7	2.83791644951E+7	2.75054503890E+7	2.80806966884E+7	2.75304039385E+7	9.82845543610E+6	4.37791352525E+6	8.34653063129E+6	2.12186961495E+7	2.07709665593E+7	1.65074893790E+7	1.57716040749E+6	3.45832565745E+6
59  	    0.0009822256	    0.0011154718	    0.0015496096	1.41140802906E+6	1.14927224339E+7	    0.0059015151	    0.0191049834	4.13615382016E+5	2.64941239573E+7	2.58834334887E+7	1.89813100777E+7	3.11951501416E+5	2.39837321072E+7	2.83791644978E+7	2.75054503890E+7	2.80806966885E+7	2.75304039386E+7	9.82845543609E+6	4.37791352524E+6	8.34653063128E+6	2.12186961495E+7	2.07709665593E+7	1.65074893790E+7	1.57716040748E+6	3.45832565744E+6
60  	    0.0009792269	    0.0011066168	    0.0015135370	2.77362306992E+6	1.14927224368E+7	    0.0054484102	    0.0168790409	4.13615382164E+5	2.64941239575E+7	2.58834334887E+7	1.89813100778E+7	3.11951501580E+5	2.39837321089E+7	2.83791644993E+7	2.75054503890E+7	2.80806966885E+7	2.75304039386E+7	9.82845543608E+6	4.37791352523E+6	8.34653063126E+6	2.12186961494E+7	2.07709665593E+7	1.65074893790E+7	1.57716040747E+6	3.45832565743E+6
61  	    0.0009798531	    0.0011027440	    0.0014852815	4.09549270945E+6	1.14927224385E+7	    0.0050587043	    0.0156901882	4.13615384993E+5	2.64941239576E+7	2.58834334887E+7	1.89813100778E+7	3.11951501761E+5	2.39837321101E+7	2.83791645004E+7	2.75054503890E+7	2.80806966885E+7	2.75304039386E+7	9.82845543607E+6	4.37791352522E+6	8.34653063125E+6	2.12186961494E+7	2.07709665593E+7	1.65074893790E+7	1.57716040746E+6	3.45832565742E+6
62  	    0.0009839307	    0.0011035370	    0.0014640331	5.37620190404E+6	1.14927224396E+7	    0.0047143052	    0.0147352877	4.13615401076E+5	2.64941239577E+7	2.58834334887E+7	1.89813100779E+7	3.11951501958E+5	2.39837321110E+7	2.83791645013E+7	2.75054503889E+7	2.80806966885E+7	2.75304039386E+7	9.82845543606E+6	4.37791352520E+6	8.34653063124E+6	2.12186961494E+7	2.07709665593E+7	1.65074893790E+7	1.57716040744E+6	3.45832565741E+6
63  	    0.0009908021	    0.0011082220	    0.0014503461	6.61491917712E+6	1.14927224404E+7	    0.0044076712	    0.0138408487	4.13615411246E+5	2.64941239578E+7	2.58834334887E+7	1.89813100780E+7	3.11951502170E+5	2.39837321118E+7	2.83791645020E+7	2.75054503889E+7	2.80806966885E+7	2.75304039386E+7	9.82845543604E+6	4.37791352519E+6	8.34653063122E+6	2.12186961494E+7	2.07709665593E+7	1.65074893790E+7	1.57716040743E+6	3.45832565740E+6
64  	    0.0010003933	    0.0011165637	    0.0014434878	7.81079619739E+6	1.14927224411E+7	    0.0041321577	    0.0130091155	4.13615451665E+5	2.64941239579E+7	2.58834334887E+7	1.89813100780E+7	3.11951502403E+5	2.39837321124E+7	2.83791645026E+7	2.75054503889E+7	2.80806966885E+7	2.75304039386E+7	9.82845543603E+6	4.37791352517E+6	8.34653063121E+6	2.12186961494E+7	2.07709665593E+7	1.65074893790E+7	1.57716040742E+6	3.45832565738E+6
65  	    0.0010124055	    0.0011280575	    0.0014430819	8.31710602737E+6	1.14927224418E+7	    0.0038823761	    0.0122322300	1.05947703357E+6	2.64941239580E+7	2.58834334887E+7	1.89813100781E+7	3.11951502660E+5	2.39837321130E+7	2.83791645031E+7	2.75054503889E+7	2.80806966885E+7	2.75304039386E+7	9.82845543601E+6	4.37791352516E+6	8.34653063119E+6	2.12186961494E+7	2.07709665592E+7	1.65074893790E+7	1.57716040741E+6	3.45832565737E+6
66  	    0.0010261014	    0.0011420063	    0.0014486422	8.31710604371E+6	1.14927224423E+7	    0.0036666168	    0.0115343903	2.19240576695E+6	2.64941239580E+7	2.58834334887E+7	1.89813100781E+7	3.11951502927E+5	2.39837321135E+7	2.83791645036E+7	2.75054503889E+7	2.80806966885E+7	2.75304039386E+7	9.82845543599E+6	4.37791352514E+6	8.34653063118E+6	2.12186961494E+7	2.07709665592E+7	1.65074893789E+7	1.57716040740E+6	3.45832565736E+6
67  	    0.0010412363	    0.0011579924	    0.0014592471	8.31710605247E+6	1.14927224427E+7	    0.0034790525	    0.0109024393	3.30570311874E+6	2.64941239581E+7	2.58834334887E+7	1.89813100781E+7	3.11951503205E+5	2.39837321139E+7	2.83791645039E+7	2.75054503889E+7	2.80806966885E+7	2.75304039386E+7	9.82845543598E+6	4.37791352513E+6	8.34653063116E+6	2.12186961494E+7	2.07709665592E+7	1.65074893789E+7	1.57716040738E+6	3.45832565735E+6
68  	    0.0010576091	    0.0011756689	    0.0014740874	8.31710605828E+6	1.14927224430E+7	    0.0033154232	    0.0103291660	4.39897250387E+6	2.64941239581E+7	2.58834334886E+7	1.89813100782E+7	3.11951503494E+5	2.39837321142E+7	2.83791645043E+7	2.75054503889E+7	2.80806966885E+7	2.75304039386E+7	9.82845543596E+6	4.37791352511E+6	8.34653063115E+6	2.12186961493E+7	2.07709665592E+7	1.65074893789E+7	1.57716040737E+6	3.45832565733E+6
69  	    0.0010750593	    0.0011947555	    0.0014924535	8.31710606260E+6	1.14927224434E+7	    0.0031726085	    0.0098075515	5.47180932901E+6	2.64941239581E+7	2.58834334886E+7	1.89813100782E+7	3.11951503794E+5	2.39837321145E+7	2.83791645046E+7	2.75054503888E+7	2.80806966885E+7	2.75304039386E+7	9.82845543594E+6	4.37791352509E+6	8.34653063113E+6	2.12186961493E+7	2.07709665592E+7	1.65074893789E+7	1.57716040736E+6	3.45832565732E+6
70  	    0.0010934581	    0.0012150202	    0.0015137214	8.31710606601E+6	1.14927224437E+7	    0.0030483006	    0.0093311385	6.52380082841E+6	2.64941239582E+7	2.58834334886E+7	1.89813100782E+7	3.11951504107E+5	2.39837321148E+7	2.83791645048E+7	2.75054503888E+7	2.80806966885E+7	2.75304039386E+7	9.82845543592E+6	4.37791352507E+6	8.34653063112E+6	2.12186961493E+7	2.07709665592E+7	1.65074893789E+7	1.57716040735E+6	3.45832565731E+6
71  	    0.0011127026	    0.0012362673	    0.0015373425	8.31710606884E+6	1.14927224439E+7	    0.0029407616	    0.0088943172	7.55452589817E+6	2.64941239582E+7	2.58834334886E+7	1.89813100782E+7	3.11951504433E+5	2.39837321150E+7	2.83791645050E+7	2.75054503888E+7	2.80806966885E+7	2.75304039385E+7	9.82845543590E+6	4.37791352506E+6	8.34653063110E+6	2.12186961493E+7	2.07709665592E+7	1.65074893788E+7	1.57716040733E+6	3.45832565730E+6
72  	    0.0011327146	    0.0012583307	    0.0015628392	8.31710607124E+6	1.14927224442E+7	    0.0028486358	    0.0084923601	8.56355492770E+6	2.64941239582E+7	2.58834334886E+7	1.89813100782E+7	3.11951504773E+5	2.39837321152E+7	2.83791645052E+7	2.75054503888E+7	2.80806966885E+7	2.75304039385E+7	9.82845543588E+6	4.37791352504E+6	8.34653063108E+6	2.12186961493E+7	2.07709665591E+7	1.65074893788E+7	1.57716040732E+6	3.45832565728E+6
73  	    0.0011534406	    0.0012810749	    0.0015898073	8.31710607332E+6	1.14927224444E+7	    0.0027708100	    0.0081213398	9.55044962777E+6	2.64941239582E+7	2.58834334885E+7	1.89813100782E+7	3.11951505128E+5	2.39837321154E+7	2.83791645054E+7	2.75054503888E+7	2.80806966885E+7	2.75304039385E+7	9.82845543586E+6	4.37791352502E+6	8.34653063107E+6	2.12186961493E+7	2.07709665591E+7	1.65074893788E+7	1.57716040731E+6	3.45832565727E+6
74  	    0.0011748518	    0.0013043989	    0.0016179214	8.31710607516E+6	1.14927224446E+7	    0.0027063214	    0.0077780240	1.05147628551E+7	2.64941239582E+7	2.58834334885E+7	1.89813100781E+7	3.11951505498E+5	2.39837321155E+7	2.83791645056E+7	2.75054503887E+7	2.80806966884E+7	2.75304039385E+7	9.82845543584E+6	4.37791352500E+6	8.34653063105E+6	2.12186961493E+7	2.07709665591E+7	1.65074893788E+7	1.57716040729E+6	3.45832565726E+6
75  	    0.0011969432	    0.0013282434	    0.0016469431	8.31710607680E+6	1.14927224447E+7	    0.0026543080	    0.0074597893	1.14560384337E+7	2.64941239582E+7	2.58834334885E+7	1.89813100781E+7	3.11951505886E+5	2.39837321157E+7	2.83791645057E+7	2.75054503887E+7	2.80806966884E+7	2.75304039385E+7	9.82845543582E+6	4.37791352498E+6	8.34653063103E+6	2.12186961493E+7	2.07709665591E+7	1.65074893788E+7	1.57716040728E+6	3.45832565724E+6
76  	    0.0012197301	    0.0013525956	    0.0016767251	8.31710607828E+6	1.14927224449E+7	    0.0026139891	    0.0071645643	1.23738109719E+7	2.64941239582E+7	2.58834334885E+7	1.89813100781E+7	3.11951506292E+5	2.39837321158E+7	2.83791645058E+7	2.75054503887E+7	2.80806966884E+7	2.75304039384E+7	9.82845543580E+6	4.37791352496E+6	8.34653063102E+6	2.12186961492E+7	2.07709665591E+7	1.65074893787E+7	1.57716040726E+6	3.45832565723E+6
77  	    0.0012432419	    0.0013774896	    0.0017072086	8.31710607963E+6	1.14927224450E+7	    0.0025846589	    0.0068907917	1.32676056769E+7	2.64941239581E+7	2.58834334885E+7	1.89813100781E+7	3.11951506718E+5	2.39837321159E+7	2.83791645059E+7	2.75054503887E+7	2.80806966884E+7	2.75304039384E+7	9.82845543578E+6	4.37791352495E+6	8.34653063100E+6	2.12186961492E+7	2.07709665591E+7	1.65074893787E+7	1.57716040725E+6	3.45832565721E+6
78  	    0.0012675156	    0.0014030001	    0.0017384112	8.31710608087E+6	1.14927224451E+7	    0.0025656781	    0.0066373908	1.41369381640E+7	2.64941239581E+7	2.58834334884E+7	1.89813100781E+7	3.11951507165E+5	2.39837321159E+7	2.83791645060E+7	2.75054503887E+7	2.80806966883E+7	2.75304039384E+7	9.82845543576E+6	4.37791352493E+6	8.34653063098E+6	2.12186961492E+7	2.07709665590E+7	1.65074893787E+7	1.57716040723E+6	3.45832565720E+6
79  	    0.0012925887	    0.0014292291	    0.0017704061	8.31710608201E+6	1.14927224452E+7	    0.0025564523	    0.0064036995	1.49813142636E+7	2.64941239581E+7	2.58834334884E+7	1.89813100780E+7	3.11951507636E+5	2.39837321160E+7	2.83791645060E+7	2.75054503886E+7	2.80806966883E+7	2.75304039384E+7	9.82845543574E+6	4.37791352491E+6	8.34653063096E+6	2.12186961492E+7	2.07709665590E+7	1.65074893787E+7	1.57716040722E+6	3.45832565718E+6
80  	    0.0013184956	    0.0014562896	    0.0018032966	8.31710608306E+6	1.14927224453E+7	    0.0025564011	    0.0061893889	1.58002298232E+7	2.64941239581E+7	2.58834334884E+7	1.89813100780E+7	3.11951508134E+5	2.39837321161E+7	2.83791645061E+7	2.75054503886E+7	2.80806966883E+7	2.75304039383E+7	9.82845543571E+6	4.37791352488E+6	8.34653063094E+6	2.12186961492E+7	2.07709665590E+7	1.65074893787E+7	1.57716040720E+6	3.45832565717E+6
81  	    0.0013452638	    0.0014842857	    0.0018371873	8.31710608404E+6	1.14927224454E+7	    0.0025649222	    0.0059943536	1.65931705057E+7	2.64941239581E+7	2.58834334884E+7	1.89813100780E+7	3.11951508661E+5	2.39837321161E+7	2.83791645061E+7	2.75054503886E+7	2.80806966883E+7	2.75304039383E+7	9.82845543569E+6	4.37791352486E+6	8.34653063093E+6	2.12186961492E+7	2.07709665590E+7	1.65074893786E+7	1.57716040719E+6	3.45832565715E+6
82  	    0.0013729092	    0.0015132898	    0.0018721516	8.31710608495E+6	1.14927224455E+7	    0.0025813538	    0.0058185838	1.73596115836E+7	2.64941239581E+7	2.58834334883E+7	1.89813100780E+7	3.11951509220E+5	2.39837321161E+7	2.83791645061E+7	2.75054503886E+7	2.80806966882E+7	2.75304039383E+7	9.82845543566E+6	4.37791352484E+6	8.34653063091E+6	2.12186961491E+7	2.07709665590E+7	1.65074893786E+7	1.57716040717E+6	3.45832565714E+6
83  	    0.0014014227	    0.0015433125	    0.0019081915	8.31710608581E+6	1.14927224455E+7	    0.0026049310	    0.0056620226	1.80990177295E+7	2.64941239580E+7	2.58834334883E+7	1.89813100779E+7	3.11951509818E+5	2.39837321162E+7	2.83791645062E+7	2.75054503885E+7	2.80806966882E+7	2.75304039382E+7	9.82845543564E+6	4.37791352482E+6	8.34653063089E+6	2.12186961491E+7	2.07709665589E+7	1.65074893786E+7	1.57716040715E+6	3.45832565712E+6
84  	    0.0014307504	    0.0015742691	    0.0019451943	8.31710608661E+6	1.14927224456E+7	    0.0026347430	    0.0055244162	1.88108428014E+7	2.64941239580E+7	2.58834334883E+7	1.89813100779E+7	3.11951510458E+5	2.39837321162E+7	2.83791645062E+7	2.75054503885E+7	2.80806966882E+7	2.75304039382E+7	9.82845543561E+6	4.37791352479E+6	8.34653063086E+6	2.12186961491E+7	2.07709665589E+7	1.65074893786E+7	1.57716040714E+6	3.45832565710E+6
85  	    0.0014607831	    0.0016059632	    0.0019829117	8.31710608736E+6	1.14927224456E+7	    0.0026697249	    0.0054052016	1.94945296248E+7	2.64941239580E+7	2.58834334882E+7	1.89813100779E+7	3.11951511149E+5	2.39837321162E+7	2.83791645062E+7	2.75054503885E+7	2.80806966881E+7	2.75304039382E+7	9.82845543559E+6	4.37791352477E+6	8.34653063084E+6	2.12186961491E+7	2.07709665589E+7	1.65074893785E+7	1.57716040712E+6	3.45832565708E+6
86  	    0.0014913792	    0.0016381225	    0.0020210041	8.31710608806E+6	1.14927224456E+7	    0.0027087472	    0.0053035325	2.01495097692E+7	2.64941239580E+7	2.58834334882E+7	1.89813100778E+7	3.11951511898E+5	2.39837321162E+7	2.83791645062E+7	2.75054503885E+7	2.80806966881E+7	2.75304039382E+7	9.82845543556E+6	4.37791352475E+6	8.34653063082E+6	2.12186961491E+7	2.07709665589E+7	1.65074893785E+7	1.57716040710E+6	3.45832565707E+6
87  	    0.0015224398	    0.0016705065	    0.0020591750	8.31710608872E+6	1.14927224456E+7	    0.0027508355	    0.0052185294	2.07752033213E+7	2.64941239579E+7	2.58834334882E+7	1.89813100778E+7	3.11951512716E+5	2.39837321162E+7	2.83791645061E+7	2.75054503884E+7	2.80806966881E+7	2.75304039381E+7	9.82845543553E+6	4.37791352472E+6	8.34653063080E+6	2.12186961491E+7	2.07709665589E+7	1.65074893785E+7	1.57716040708E+6	3.45832565705E+6
88  	    0.0015540000	    0.0017030440	    0.0020973421	8.31710608934E+6	1.14927224456E+7	    0.0027954347	    0.0051496904	2.13710186525E+7	2.64941239579E+7	2.58834334882E+7	1.89813100778E+7	3.11951513613E+5	2.39837321161E+7	2.83791645061E+7	2.75054503884E+7	2.80806966880E+7	2.75304039381E+7	9.82845543551E+6	4.37791352470E+6	8.34653063078E+6	2.12186961490E+7	2.07709665588E+7	1.65074893784E+7	1.57716040707E+6	3.45832565703E+6
89  	    0.0015862685	    0.0017359066	    0.0021357272	8.31710608993E+6	1.14927224456E+7	    0.0028425324	    0.0050971980	2.19363521823E+7	2.64941239579E+7	2.58834334881E+7	1.89813100777E+7	3.11951514601E+5	2.39837321161E+7	2.83791645061E+7	2.75054503884E+7	2.80806966880E+7	2.75304039381E+7	9.82845543548E+6	4.37791352467E+6	8.34653063076E+6	2.12186961490E+7	2.07709665588E+7	1.65074893784E+7	1.57716040705E+6	3.45832565701E+6
90  	    0.0016195676	    0.0017694480	    0.0021747817	8.31710609051E+6	1.14927224455E+7	    0.0028925116	    0.0050618355	2.24705881369E+7	2.64941239578E+7	2.58834334881E+7	1.89813100777E+7	3.11951515695E+5	2.39837321161E+7	2.83791645061E+7	2.75054503883E+7	2.80806966880E+7	2.75304039380E+7	9.82845543545E+6	4.37791352464E+6	8.34653063073E+6	2.12186961490E+7	2.07709665588E+7	1.65074893784E+7	1.57716040703E+6	3.45832565699E+6
91  	    0.0016542026	    0.0018040413	    0.0022149806	8.31710609108E+6	1.14927224455E+7	    0.0029458022	    0.0050444771	2.29730983034E+7	2.64941239578E+7	2.58834334881E+7	1.89813100776E+7	3.11951516917E+5	2.39837321161E+7	2.83791645060E+7	2.75054503883E+7	2.80806966879E+7	2.75304039380E+7	9.82845543542E+6	4.37791352462E+6	8.34653063071E+6	2.12186961490E+7	2.07709665588E+7	1.65074893784E+7	1.57716040701E+6	3.45832565697E+6
92  	    0.0016903381	    0.0018399109	    0.0022566113	8.31710609162E+6	1.14927224454E+7	    0.0030025402	    0.0050454366	2.34432417778E+7	2.64941239578E+7	2.58834334880E+7	1.89813100776E+7	3.11951518302E+5	2.39837321160E+7	2.83791645060E+7	2.75054503883E+7	2.80806966879E+7	2.75304039380E+7	9.82845543539E+6	4.37791352459E+6	8.34653063069E+6	2.12186961490E+7	2.07709665588E+7	1.65074893783E+7	1.57716040699E+6	3.45832565695E+6
93  	    0.0017279413	    0.0018770484	    0.0022996684	8.31710609214E+6	1.14927224454E+7	    0.0030624173	    0.0050640646	2.38803647095E+7	2.64941239577E+7	2.58834334880E+7	1.89813100776E+7	3.11951519909E+5	2.39837321160E+7	2.83791645060E+7	2.75054503883E+7	2.80806966879E+7	2.75304039379E+7	9.82845543536E+6	4.37791352456E+6	8.34653063066E+6	2.12186961490E+7	2.07709665587E+7	1.65074893783E+7	1.57716040697E+6	3.45832565693E+6
94  	    0.0017668311	    0.0019152590	    0.0023439127	8.31710609262E+6	1.14927224453E+7	    0.0031247993	    0.0050988730	2.42838000387E+7	2.64941239577E+7	2.58834334879E+7	1.89813100775E+7	3.11951521828E+5	2.39837321159E+7	2.83791645059E+7	2.75054503882E+7	2.80806966878E+7	2.75304039379E+7	9.82845543533E+6	4.37791352453E+6	8.34653063064E+6	2.12186961489E+7	2.07709665587E+7	1.65074893783E+7	1.57716040695E+6	3.45832565691E+6
95  	    0.0018068197	    0.0019543230	    0.0023890726	8.31710609307E+6	1.14927224453E+7	    0.0031890631	    0.0051481507	2.46528672301E+7	2.64941239576E+7	2.58834334879E+7	1.89813100775E+7	3.11951524190E+5	2.39837321159E+7	2.83791645059E+7	2.75054503882E+7	2.80806966878E+7	2.75304039378E+7	9.82845543530E+6	4.37791352450E+6	8.34653063061E+6	2.12186961489E+7	2.07709665587E+7	1.65074893782E+7	1.57716040693E+6	3.45832565689E+6
96  	    0.0018478376	    0.0019941400	    0.0024350225	8.31710609346E+6	1.14927224452E+7	    0.0032548760	    0.0052105543	2.49868720002E+7	2.64941239576E+7	2.58834334879E+7	1.89813100774E+7	3.11951527155E+5	2.39837321158E+7	2.83791645058E+7	2.75054503882E+7	2.80806966878E+7	2.75304039378E+7	9.82845543527E+6	4.37791352447E+6	8.34653063059E+6	2.12186961489E+7	2.07709665587E+7	1.65074893782E+7	1.57716040691E+6	3.45832565687E+6
97  	    0.0018899713	    0.0020347712	    0.0024818295	8.31710609382E+6	1.14927224451E+7	    0.0033222420	    0.0052852853	2.52851060397E+7	2.64941239575E+7	2.58834334878E+7	1.89813100774E+7	3.11951530722E+5	2.39837321158E+7	2.83791645058E+7	2.75054503881E+7	2.80806966877E+7	2.75304039378E+7	9.82845543523E+6	4.37791352444E+6	8.34653063056E+6	2.12186961489E+7	2.07709665586E+7	1.65074893782E+7	1.57716040689E+6	3.45832565684E+6
98  	    0.0019332632	    0.0020762387	    0.0025295094	8.31710609411E+6	1.14927224450E+7	    0.0033910691	    0.0053714081	2.55468467318E+7	2.64941239575E+7	2.58834334878E+7	1.89813100773E+7	3.11951533598E+5	2.39837321157E+7	2.83791645057E+7	2.75054503881E+7	2.80806966877E+7	2.75304039377E+7	9.82845543520E+6	4.37791352441E+6	8.34653063053E+6	2.12186961488E+7	2.07709665586E+7	1.65074893781E+7	1.57716040686E+6	3.45832565682E+6
99  	    0.0019774389	    0.0021182565	    0.0025777477	8.31710609435E+6	1.14927224450E+7	    0.0034609120	    0.0054671609	2.57713568617E+7	2.64941239574E+7	2.58834334878E+7	1.89813100773E+7	3.11951532909E+5	2.39837321157E+7	2.83791645057E+7	2.75054503881E+7	2.80806966876E+7	2.75304039377E+7	9.82845543517E+6	4.37791352438E+6	8.34653063050E+6	2.12186961488E+7	2.07709665586E+7	1.65074893781E+7	1.57716040684E+6	3.45832565680E+6
100 	    0.0020232303	    0.0021615626	    0.0026274819	8.31710609453E+6	1.14927224449E+7	    0.0035336116	    0.0055740664	2.59578842759E+7	2.64941239574E+7	2.58834334877E+7	1.89813100772E+7	3.11951572196E+5	2.39837321156E+7	2.83791645056E+7	2.75054503880E+7	2.80806966876E+7	2.75304039376E+7	9.82845543513E+6	4.37791352435E+6	8.34653063048E+6	2.12186961488E+7	2.07709665586E+7	1.65074893781E+7	1.57716040682E+6	3.45832565677E+6
101 	    0.0020711441	    0.0022067276	    0.0026793790	8.31710609463E+6	1.14927224448E+7	    0.0036102462	    0.0056932840	2.60315260395E+7	2.64941239573E+7	2.58834334877E+7	1.89813100771E+7	3.86087287494E+5	2.39837321156E+7	2.83791645056E+7	2.75054503880E+7	2.80806966875E+7	2.75304039376E+7	9.82845543509E+6	4.37791352431E+6	8.34653063045E+6	2.12186961488E+7	2.07709665585E+7	1.65074893780E+7	1.57716040680E+6	3.45832565675E+6
102 	    0.0021186873	    0.0022512110	    0.0027300815	8.31710609466E+6	1.14927224447E+7	    0.0036828459	    0.0058073025	2.60315260596E+7	2.64941239573E+7	2.58834334876E+7	1.89813100771E+7	5.18451099950E+5	2.39837321155E+7	2.83791645055E+7	2.75054503879E+7	2.80806966875E+7	2.75304039376E+7	9.82845543506E+6	4.37791352428E+6	8.34653063042E+6	2.12186961488E+7	2.07709665585E+7	1.65074893780E+7	1.57716040677E+6	3.45832565672E+6
103 	    0.0021666512	    0.0022957747	    0.0027805823	8.31710609464E+6	1.14927224446E+7	    0.0037536369	    0.0059172845	2.60315260698E+7	2.64941239572E+7	2.58834334876E+7	1.89813100770E+7	6.35089904959E+5	2.39837321154E+7	2.83791645054E+7	2.75054503879E+7	2.80806966874E+7	2.75304039375E+7	9.82845543502E+6	4.37791352424E+6	8.34653063039E+6	2.12186961487E+7	2.07709665585E+7	1.65074893780E+7	1.57716040675E+6	3.45832565670E+6
104 	    0.0022158493	    0.0023412236	    0.0028319933	8.31710609458E+6	1.14927224445E+7	    0.0038253440	    0.0060278797	2.60315260769E+7	2.64941239571E+7	2.58834334875E+7	1.89813100770E+7	7.35686019348E+5	2.39837321154E+7	2.83791645054E+7	2.75054503879E+7	2.80806966874E+7	2.75304039375E+7	9.82845543498E+6	4.37791352421E+6	8.34653063036E+6	2.12186961487E+7	2.07709665585E+7	1.65074893779E+7	1.57716040673E+6	3.45832565667E+6
105 	    0.0022666999	    0.0023879545	    0.0028848572	8.31710609450E+6	1.14927224445E+7	    0.0038992328	    0.0061417753	2.60315260823E+7	2.64941239571E+7	2.58834334875E+7	1.89813100769E+7	8.19915347858E+5	2.39837321153E+7	2.83791645053E+7	2.75054503878E+7	2.80806966874E+7	2.75304039374E+7	9.82845543494E+6	4.37791352417E+6	8.34653063033E+6	2.12186961487E+7	2.07709665584E+7	1.65074893779E+7	1.57716040670E+6	3.45832565664E+6
106 	    0.0023188878	    0.0024356412	    0.0029387830	8.31710609439E+6	1.14927224444E+7	    0.0039747698	    0.0062585750	2.60315260862E+7	2.64941239570E+7	2.58834334875E+7	1.89813100769E+7	8.87447241797E+5	2.39837321152E+7	2.83791645052E+7	2.75054503878E+7	2.80806966873E+7	2.75304039374E+7	9.82845543490E+6	4.37791352414E+6	8.34653063029E+6	2.12186961487E+7	2.07709665584E+7	1.65074893778E+7	1.57716040668E+6	3.45832565662E+6
107 	    0.0023726818	    0.0024845449	    0.0029940934	8.31710609427E+6	1.14927224443E+7	    0.0040526358	    0.0063795600	2.60315260889E+7	2.64941239569E+7	2.58834334874E+7	1.89813100768E+7	9.37944358311E+5	2.39837321151E+7	2.83791645052E+7	2.75054503878E+7	2.80806966873E+7	2.75304039373E+7	9.82845543486E+6	4.37791352410E+6	8.34653063026E+6	2.12186961486E+7	2.07709665584E+7	1.65074893778E+7	1.57716040665E+6	3.45832565659E+6
108 	    0.0024274859	    0.0025339996	    0.0030499322	8.31710609414E+6	1.14927224442E+7	    0.0041305593	    0.0064989849	2.60315260902E+7	2.64941239569E+7	2.58834334874E+7	1.89813100767E+7	9.71062497933E+5	2.39837321151E+7	2.83791645051E+7	2.75054503877E+7	2.80806966872E+7	2.75304039373E+7	9.82845543482E+6	4.37791352406E+6	8.34653063023E+6	2.12186961486E+7	2.07709665583E+7	1.65074893778E+7	1.57716040663E+6	3.45832565656E+6
109 	    0.0024837074	    0.0025840812	    0.0031068117	8.31710609399E+6	1.14927224441E+7	    0.0042091884	    0.0066187475	2.60315260903E+7	2.64941239568E+7	2.58834334873E+7	1.89813100767E+7	9.86450286835E+5	2.39837321150E+7	2.83791645050E+7	2.75054503877E+7	2.80806966872E+7	2.75304039372E+7	9.82845543478E+6	4.37791352402E+6	8.34653063019E+6	2.12186961486E+7	2.07709665583E+7	1.65074893777E+7	1.57716040660E+6	3.45832565653E+6
110 	    0.0025412948	    0.0026360099	    0.0031647308	8.31710609383E+6	1.14927224440E+7	    0.0042915117	    0.0067450127	2.60315260901E+7	2.64941239567E+7	2.58834334873E+7	1.89813100766E+7	9.86453638948E+5	2.39837321149E+7	2.83791645049E+7	2.75054503876E+7	2.80806966871E+7	2.75304039372E+7	9.82845543474E+6	4.37791352398E+6	8.34653063016E+6	2.12186961486E+7	2.07709665583E+7	1.65074893777E+7	1.57716040658E+6	3.45832565650E+6
111 	    0.0026001982	    0.0026882647	    0.0032235244	8.31710609366E+6	1.14927224439E+7	    0.0043733145	    0.0068680660	2.60315260900E+7	2.64941239567E+7	2.58834334872E+7	1.89813100765E+7	9.86453605464E+5	2.39837321148E+7	2.83791645048E+7	2.75054503876E+7	2.80806966871E+7	2.75304039371E+7	9.82845543469E+6	4.37791352394E+6	8.34653063012E+6	2.12186961485E+7	2.07709665582E+7	1.65074893776E+7	1.57716040655E+6	3.45832565647E+6
112 	    0.0026605785	    0.0027415151	    0.0032834115	8.31710609347E+6	1.14927224438E+7	    0.0044567305	    0.0069931107	2.60315260897E+7	2.64941239566E+7	2.58834334872E+7	1.89813100765E+7	9.86453605760E+5	2.39837321147E+7	2.83791645047E+7	2.75054503876E+7	2.80806966870E+7	2.75304039371E+7	9.82845543465E+6	4.37791352390E+6	8.34653063009E+6	2.12186961485E+7	2.07709665582E+7	1.65074893776E+7	1.57716040652E+6	3.45832565644E+6
