T/R 	1         	2         	3         	4         	5         	6         	7         	8         	9         	10        	11        	12        	13        	14        	15        	16        	17        	18        	19        	20        	21        	22        	23        	24        	25
63  	    0.0001984913	    0.0001978597	    0.0001917795	1.19587702037E+6	    0.0008146870	    0.0001388445	    0.0001339331	    0.0405203502	    0.0002440066	    0.0001911659	    0.0002249402	    0.0003638930	    0.0007564618	    0.0007260300	    0.0001859588	    0.0001967536	    0.0001934731	    0.0001855397	    0.0001861875	    0.0001863473	    0.0001875635	    0.0001867970	    0.0001860663	    0.0001877429	    0.0001877951
64  	    0.0002096966	    0.0002094555	    0.0002045472	5.06309830093E+5	    0.0007268017	    0.0001491283	    0.0001394210	6.45861582007E+5	    0.0002454334	    0.0001994241	    0.0002285306	    0.0003914284	    0.0006821258	    0.0006588690	    0.0001952820	    0.0002041811	    0.0002013793	    0.0001949406	    0.0001958000	    0.0001960436	    0.0001973622	    0.0001965822	    0.0001953756	    0.0001975091	    0.0001975748
65  	    0.0002172101	    0.0002173875	    0.0002139093	    0.0164488577	    0.0006203527	    0.0001577624	    0.0001440633	1.13292873350E+6	    0.0002432292	    0.0002047329	    0.0002287565	    0.0004050893	    0.0005921744	    0.0005763658	    0.0002015778	    0.0002086386	    0.0002063371	    0.0002013226	    0.0002023334	    0.0002026256	    0.0002040056	    0.0002032366	    0.0002016652	    0.0002041163	    0.0002041861
66  	    0.0002250328	    0.0002255386	    0.0002233727	    0.0088825898	    0.0005535504	    0.0001669041	    0.0001490974	1.11329735190E+6	    0.0002428652	    0.0002106732	    0.0002304053	    0.0004195517	    0.0005309343	    0.0005193543	    0.0002083010	    0.0002138828	    0.0002119928	    0.0002081439	    0.0002092802	    0.0002096053	    0.0002110502	    0.0002102847	    0.0002083972	    0.0002111177	    0.0002111938
67  	    0.0002332119	    0.0002339704	    0.0002329708	    0.0059378920	    0.0005084649	    0.0001766410	    0.0001546352	1.09326938525E+6	    0.0002441265	    0.0002172294	    0.0002333358	    0.0004348044	    0.0004871157	    0.0004781683	    0.0002154733	    0.0002198731	    0.0002183192	    0.0002154318	    0.0002166758	    0.0002170216	    0.0002185396	    0.0002177672	    0.0002155948	    0.0002185567	    0.0002186400
68  	    0.0002418083	    0.0002427575	    0.0002427594	    0.0044428719	    0.0004763058	    0.0001871074	    0.0001607735	1.07283682527E+6	    0.0002468678	    0.0002244053	    0.0002374481	    0.0004510089	    0.0004546803	    0.0004475167	    0.0002231297	    0.0002265913	    0.0002253101	    0.0002232264	    0.0002245660	    0.0002249231	    0.0002265244	    0.0002257328	    0.0002232942	    0.0002264836	    0.0002265740
69  	    0.0002508504	    0.0002519373	    0.0002527708	    0.0035518328	    0.0004522550	    0.0001984063	    0.0001675826	1.05199149952E+6	    0.0002509520	    0.0002321854	    0.0002426377	    0.0004682621	    0.0004300200	    0.0004241702	    0.0002312801	    0.0002340028	    0.0002329411	    0.0002315421	    0.0002329686	    0.0002333294	    0.0002350252	    0.0002342005	    0.0002315071	    0.0002349179	    0.0002350154
70  	    0.0002603608	    0.0002615370	    0.0002630365	    0.0029635545	    0.0004336754	    0.0002106082	    0.0001751282	1.03072506989E+6	    0.0002562722	    0.0002405578	    0.0002488218	    0.0004866302	    0.0004109789	    0.0004061672	    0.0002399329	    0.0002420804	    0.0002411935	    0.0002403908	    0.0002418973	    0.0002422555	    0.0002440567	    0.0002431838	    0.0002402429	    0.0002438734	    0.0002439777
71  	    0.0002703851	    0.0002716050	    0.0002736160	    0.0025474557	    0.0004191973	    0.0002237636	    0.0001834971	1.00902902967E+6	    0.0002627698	    0.0002495391	    0.0002559639	    0.0005061889	    0.0003963184	    0.0003923686	    0.0002491203	    0.0002508288	    0.0002500778	    0.0002498071	    0.0002513879	    0.0002517383	    0.0002536554	    0.0002527178	    0.0002495347	    0.0002533861	    0.0002534969
72  	    0.0002810167	    0.0002822372	    0.0002846215	    0.0022387076	    0.0004081879	    0.0002379240	    0.0001928199	9.86894700212E+5	    0.0002704477	    0.0002591936	    0.0002640886	    0.0005270605	    0.0003853853	    0.0003821729	    0.0002589192	    0.0002603037	    0.0002596542	    0.0002598705	    0.0002615213	    0.0002618596	    0.0002639029	    0.0002628820	    0.0002594605	    0.0002635372	    0.0002636547
73  	    0.0002924083	    0.0002935917	    0.0002962312	    0.0020016424	    0.0004004252	    0.0002531654	    0.0002032837	9.64313227518E+5	    0.0002793736	    0.0002696426	    0.0002732860	    0.0005494429	    0.0003778898	    0.0003753192	    0.0002694613	    0.0002706195	    0.0002700403	    0.0002707161	    0.0002724345	    0.0002727575	    0.0002749374	    0.0002738125	    0.0002701537	    0.0002744652	    0.0002745898
74  	    0.0003047680	    0.0003058863	    0.0003086853	    0.0018149236	    0.0003958880	    0.0002696019	    0.0002151328	9.41275578706E+5	    0.0002896700	    0.0002810590	    0.0002837015	    0.0005736220	    0.0003737475	    0.0003717425	    0.0002809288	    0.0002819436	    0.0002814055	    0.0002825307	    0.0002843171	    0.0002846227	    0.0002869509	    0.0002856976	    0.0002817991	    0.0002863626	    0.0002864949
75  	    0.0003183374	    0.0003193775	    0.0003222632	    0.0016648649	    0.0003946146	    0.0002873828	    0.0002286527	9.17772538407E+5	    0.0003014916	    0.0002936465	    0.0002955124	    0.0005999644	    0.0003729593	    0.0003714609	    0.0002935341	    0.0002944743	    0.0002939506	    0.0002955331	    0.0002973912	    0.0002976788	    0.0003001681	    0.0002987582	    0.0002946128	    0.0002994559	    0.0002995963
76  	    0.0003333560	    0.0003343229	    0.0003372448	    0.0015422208	    0.0003966087	    0.0003066679	    0.0002441392	8.93794705090E+5	    0.0003149910	    0.0003076083	    0.0003088944	    0.0006288895	    0.0003755228	    0.0003744880	    0.0003074878	    0.0003084097	    0.0003078753	    0.0003099425	    0.0003118791	    0.0003121492	    0.0003148143	    0.0003132146	    0.0003088102	    0.0003139717	    0.0003141205
77  	    0.0003500235	    0.0003509411	    0.0003538681	    0.0014406157	    0.0004017886	    0.0003275904	    0.0002618581	8.69332487299E+5	    0.0003302852	    0.0003231130	    0.0003239891	    0.0006608305	    0.0003813749	    0.0003807773	    0.0003229653	    0.0003239131	    0.0003233454	    0.0003259430	    0.0003279676	    0.0003282221	    0.0003310777	    0.0003292507	    0.0003245722	    0.0003301013	    0.0003302582
78  	    0.0003684729	    0.0003693800	    0.0003722969	    0.0013557521	    0.0004099826	    0.0003502245	    0.0002820099	8.44376099827E+5	    0.0003474335	    0.0003402722	    0.0003408820	    0.0006962032	    0.0003903751	    0.0003902021	    0.0003400830	    0.0003410908	    0.0003404693	    0.0003436599	    0.0003457832	    0.0003460246	    0.0003490843	    0.0003469882	    0.0003420207	    0.0003479740	    0.0003481380
79  	    0.0003887645	    0.0003897079	    0.0003926100	    0.0012848868	    0.0004209580	    0.0003745705	    0.0003047091	8.18915559794E+5	    0.0003664359	    0.0003591359	    0.0003596012	    0.0007353993	    0.0004023199	    0.0004025698	    0.0003588940	    0.0003599880	    0.0003592946	    0.0003631535	    0.0003653856	    0.0003656171	    0.0003688901	    0.0003664809	    0.0003612135	    0.0003676507	    0.0003678199
80  	    0.0004108934	    0.0004119186	    0.0004148074	    0.0012262582	    0.0004344582	    0.0004005581	    0.0003299776	7.92940682660E+5	    0.0003872462	    0.0003797016	    0.0003801275	    0.0007788139	    0.0004169710	    0.0004176482	    0.0003793970	    0.0003805983	    0.0003798170	    0.0003844272	    0.0003867759	    0.0003870005	    0.0003904891	    0.0003877227	    0.0003821530	    0.0003891310	    0.0003893032
81  	    0.0004347936	    0.0004359348	    0.0004388121	    0.0011783868	    0.0004502176	    0.0004280481	    0.0003577355	7.66441078147E+5	    0.0004097814	    0.0004019219	    0.0004024030	    0.0008268974	    0.0004340686	    0.0004351804	    0.0004015432	    0.0004028712	    0.0004019883	    0.0004074341	    0.0004099034	    0.0004101231	    0.0004138191	    0.0004106541	    0.0004047924	    0.0004123594	    0.0004125321
82  	    0.0004603271	    0.0004615979	    0.0004644603	    0.0011394727	    0.0004679548	    0.0004568214	    0.0003877791	7.39406146082E+5	    0.0004339208	    0.0004257014	    0.0004263285	    0.0008802265	    0.0004533280	    0.0004548816	    0.0004252341	    0.0004267097	    0.0004257131	    0.0004320735	    0.0004346615	    0.0004348765	    0.0004387572	    0.0004351591	    0.0004290329	    0.0004372206	    0.0004373916
83  	    0.0004872943	    0.0004886797	    0.0004915129	    0.0011073422	    0.0004873951	    0.0004865910	    0.0004197826	7.11825072161E+5	    0.0004595220	    0.0004509124	    0.0004517787	    0.0009395964	    0.0004744624	    0.0004764630	    0.0004503366	    0.0004519854	    0.0004508647	    0.0004582061	    0.0004609036	    0.0004611106	    0.0004651356	    0.0004610805	    0.0004547388	    0.0004635549	    0.0004637231
84  	    0.0005155541	    0.0005170076	    0.0005197832	    0.0010803014	    0.0005084175	    0.0005171362	    0.0004534283	6.83686823608E+5	    0.0004865298	    0.0004775000	    0.0004787068	    0.0010061439	    0.0004973184	    0.0004997672	    0.0004767896	    0.0004786442	    0.0004773902	    0.0004857635	    0.0004885542	    0.0004887457	    0.0004928556	    0.0004883326	    0.0004818456	    0.0004912717	    0.0004914377
85  	    0.0005453250	    0.0005467753	    0.0005494562	    0.0010585806	    0.0005313640	    0.0005486384	    0.0004887622	6.54980144735E+5	    0.0005152327	    0.0005057345	    0.0005073934	    0.0010814799	    0.0005221691	    0.0005250603	    0.0005048584	    0.0005069580	    0.0005055611	    0.0005150107	    0.0005178751	    0.0005180401	    0.0005221622	    0.0005171691	    0.0005106185	    0.0005206222	    0.0005207887
86  	    0.0005775494	    0.0005789198	    0.0005814739	    0.0010450884	    0.0005573463	    0.0005820910	    0.0005266551	6.25693552411E+5	    0.0005465600	    0.0005365048	    0.0005387373	    0.0011677736	    0.0005500187	    0.0005533385	    0.0005354304	    0.0005378179	    0.0005362664	    0.0005468560	    0.0005497790	    0.0005499074	    0.0005539670	    0.0005484975	    0.0005419576	    0.0005525225	    0.0005526939
87  	    0.0006139641	    0.0006151989	    0.0006176177	    0.0010441519	    0.0005881976	    0.0006193850	    0.0005689517	5.95815331468E+5	    0.0005821153	    0.0005713610	    0.0005742937	    0.0012677945	    0.0005825834	    0.0005863142	    0.0005700590	    0.0005727743	    0.0005710524	    0.0005829016	    0.0005858806	    0.0005859683	    0.0005899010	    0.0005839278	    0.0005774450	    0.0005886078	    0.0005887890
88  	    0.0006566177	    0.0006577010	    0.0006600102	    0.0010586413	    0.0006259002	    0.0006627754	    0.0006179592	5.65333530069E+5	    0.0006237413	    0.0006120961	    0.0006158590	    0.0013850748	    0.0006217636	    0.0006258921	    0.0006105439	    0.0006136191	    0.0006117067	    0.0006250133	    0.0006280615	    0.0006281142	    0.0006318680	    0.0006253340	    0.0006189204	    0.0006307906	    0.0006309848
89  	    0.0007070931	    0.0007080487	    0.0007103002	    0.0010877947	    0.0006718441	    0.0007140041	    0.0006755021	5.34235955000E+5	    0.0006728604	    0.0006601012	    0.0006648313	    0.0015244677	    0.0006689231	    0.0006734478	    0.0006582808	    0.0006617398	    0.0006596147	    0.0006746468	    0.0006777870	    0.0006778186	    0.0006813419	    0.0006741670	    0.0006678163	    0.0006805606	    0.0006807685
90  	    0.0007660784	    0.0007669506	    0.0007692006	    0.0011276865	    0.0007265362	    0.0007737946	    0.0007422877	5.02510166829E+5	    0.0007301461	    0.0007160371	    0.0007218897	    0.0016934557	    0.0007245773	    0.0007295121	    0.0007139274	    0.0007177942	    0.0007154345	    0.0007324936	    0.0007357475	    0.0007357732	    0.0007389944	    0.0007310952	    0.0007248128	    0.0007386119	    0.0007388319
91  	    0.0008336834	    0.0008345123	    0.0008367977	    0.0011738414	    0.0007900416	    0.0008421682	    0.0008181319	4.70143474886E+5	    0.0007958548	    0.0007801467	    0.0007873113	    0.0019045007	    0.0007887947	    0.0007941675	    0.0007777134	    0.0007820249	    0.0007794102	    0.0007987946	    0.0008021727	    0.0008022016	    0.0008050110	    0.0007963193	    0.0007901487	    0.0008051553	    0.0008053863
92  	    0.0009103635	    0.0009111702	    0.0009134962	    0.0012240436	    0.0008629247	    0.0009194344	    0.0009029864	4.37122932100E+5	    0.0008706771	    0.0008530834	    0.0008618030	    0.0021783218	    0.0008621125	    0.0008679640	    0.0008502698	    0.0008550901	    0.0008521985	    0.0008741960	    0.0008776948	    0.0008777243	    0.0008799656	    0.0008704331	    0.0008644667	    0.0008807907	    0.0008810343
93  	    0.0009981570	    0.0009989438	    0.0010012901	    0.0012803178	    0.0009473737	    0.0010075209	    0.0009984253	4.03435329716E+5	    0.0009568481	    0.0009369977	    0.0009475909	    0.0025469461	    0.0009466645	    0.0009530515	    0.0009337192	    0.0009391488	    0.0009359515	    0.0009608823	    0.0009644895	    0.0009645057	    0.0009659759	    0.0009555591	    0.0009499289	    0.0009676649	    0.0009679278
94  	    0.0011017377	    0.0011025008	    0.0011048418	    0.0013493994	    0.0010480824	    0.0011110925	    0.0011089375	3.69067191954E+5	    0.0010590785	    0.0010364516	    0.0010493433	    0.0030527868	    0.0010470839	    0.0010540916	    0.0010325934	    0.0010387741	    0.0010352269	    0.0010635378	    0.0010672436	    0.0010672272	    0.0010676770	    0.0010563041	    0.0010511619	    0.0010704543	    0.0010707489
95  	    0.0012284559	    0.0012291985	    0.0012315220	    0.0014407876	    0.0011722520	    0.0012375708	    0.0012419713	3.34004770693E+5	    0.0011846073	    0.0011584695	    0.0011742331	    0.0037250726	    0.0011705162	    0.0011782735	    0.0011538833	    0.0011610014	    0.0011570383	    0.0011894061	    0.0011932104	    0.0011931443	    0.0011922658	    0.0011798053	    0.0011753145	    0.0011964211	    0.0011967656
96  	    0.0013879609	    0.0013886966	    0.0013910075	    0.0015648523	    0.0013293167	    0.0013966750	    0.0014073697	2.98234040246E+5	    0.0013429283	    0.0013122641	    0.0013316807	    0.0044097034	    0.0013263306	    0.0013350256	    0.0013067562	    0.0013150541	    0.0013105821	    0.0013479959	    0.0013519083	    0.0013517809	    0.0013491733	    0.0013354173	    0.0013317690	    0.0013550971	    0.0013555156
97  	    0.0015910455	    0.0015917981	    0.0015940981	    0.0017309487	    0.0015301553	    0.0015991395	    0.0016158693	2.61740692873E+5	    0.0015449058	    0.0015083683	    0.0015324912	    0.0038210181	    0.0015252723	    0.0015351570	    0.0015016721	    0.0015114762	    0.0015063761	    0.0015501355	    0.0015541614	    0.0015539540	    0.0015490645	    0.0015337462	    0.0015312216	    0.0015572878	    0.0015578137
98  	    0.0018614822	    0.0018623001	    0.0018645797	    0.0019617162	    0.0017988296	    0.0018686329	    0.0018909477	2.24510130801E+5	    0.0018146885	    0.0017701876	    0.0018006522	    0.0767278289	    0.0017911733	    0.0018026340	    0.0017618881	    0.0017737125	    0.0017677957	    0.0018198850	    0.0018240321	    0.0018236919	    0.0018156756	    0.0017983930	    0.0017974350	    0.0018269854	    0.0018276793
99  	    0.0022543104	    0.0022552972	    0.0022576623	    0.0023156326	    0.0021885634	    0.0022606894	    0.0022888958	1.86527415287E+5	    0.0022062650	    0.0021500261	    0.0021897002	    0.0405233521	    0.0021771356	    0.0021908980	    0.0021395128	    0.0021541276	    0.0021470395	    0.0022114233	    0.0022157555	    0.0022152805	    0.0022027847	    0.0021826664	    0.0021838222	    0.0022185281	    0.0022194816
100 	    0.0027690083	    0.0027702790	    0.0027728224	    0.0027889208	    0.0026994778	    0.0027745381	    0.0028091659	73641.7650784530	    0.0027194577	    0.0026474621	    0.0026995534	74135.7167437058	    0.0026831611	    0.0026999342	    0.0026341023	    0.0026522274	    0.0026436626	    0.0027244675	    0.0027289441	    0.0027283778	    0.0027096826	    0.0026859905	    0.0026900973	    0.0027315088	    0.0027328116
101 	    0.0031035327	    0.0031048480	    0.0031073042	    0.0030806128	    0.0030368376	    0.0031060562	    0.0031412532	    0.0217035045	    0.0030554314	    0.0029727917	    0.0030340079	1.32363814077E+5	    0.0030162693	    0.0030347997	    0.0029571077	    0.0029777648	    0.0029684539	    0.0030596266	    0.0030637835	    0.0030632108	    0.0030387943	    0.0030134587	    0.0030210048	    0.0030659480	    0.0030674888
102 	    0.0035371864	    0.0035385807	    0.0035411330	    0.0034828662	    0.0034714545	    0.0035371615	    0.0035727234	    0.0122809501	    0.0034899371	    0.0033934219	    0.0034663424	1.16638806853E+5	    0.0034468755	    0.0034676348	    0.0033749735	    0.0033986161	    0.0033883492	    0.0034934099	    0.0034971733	    0.0034967017	    0.0034650192	    0.0034375325	    0.0034492274	    0.0034989641	    0.0035008199
103 	    0.0041598514	    0.0041614287	    0.0041643300	    0.0040818036	    0.0040923750	    0.0041577035	    0.0041953143	    0.0097519589	    0.0041129245	    0.0039966499	    0.0040860275	1.00596116540E+5	    0.0040636725	    0.0040876448	    0.0039744866	    0.0040021263	    0.0039904964	    0.0041157158	    0.0041189967	    0.0041187189	    0.0040770156	    0.0040463565	    0.0040635652	    0.0041203618	    0.0041226793
104 	    0.0050286869	    0.0050305573	    0.0050340476	    0.0049301206	    0.0049576949	    0.0050241538	    0.0050653842	    0.0088446943	    0.0049822391	    0.0048384686	    0.0049507613	84229.3310930622	    0.0049244832	    0.0049528604	    0.0048112181	    0.0048442687	    0.0048307965	    0.0049841332	    0.0049867140	    0.0049867497	    0.0049311100	    0.0048961148	    0.0049209619	    0.0049874980	    0.0049904746
105 	    0.0063126845	    0.0063150420	    0.0063193733	    0.0061941238	    0.0062375613	    0.0063044769	    0.0063507676	    0.0088716887	    0.0062682466	    0.0060837899	    0.0062300767	67531.8971628557	    0.0061987240	    0.0062334255	    0.0060489864	    0.0060900344	    0.0060738962	    0.0062684502	    0.0062699155	    0.0062703906	    0.0061941214	    0.0061528959	    0.0061891663	    0.0062696959	    0.0062736849
106 	    0.0084026328	    0.0084058586	    0.0084116140	    0.0082599709	    0.0083210327	    0.0083886883	    0.0084430281	    0.0099656491	    0.0083621505	    0.0081113361	    0.0083131615	50497.1207947263	    0.0082743137	    0.0083190848	    0.0080643329	    0.0081182176	    0.0080978127	    0.0083594162	    0.0083589842	    0.0083602254	    0.0082504401	    0.0081991981	    0.0082540828	    0.0083570924	    0.0083627592
107 	    0.0124262872	    0.0124312687	    0.0124396691	    0.0122529206	    0.0123361515	    0.0124003098	    0.0124673671	    0.0130871691	    0.0123957623	    0.0120176765	    0.0123262538	33118.1459946034	    0.0122755038	    0.0123390110	    0.0119469473	    0.0120258293	    0.0119972763	    0.0123866900	    0.0123825074	    0.0123851482	    0.0122109959	    0.0121407264	    0.0122316665	    0.0123771319	    0.0123860994
108 	    0.0259927047	    0.0260040345	    0.0260214199	    0.0257299205	    0.0258744967	    0.0259275743	    0.0260403376	    0.0260255732	    0.0259967489	    0.0251913346	    0.0258576780	15387.8018471136	    0.0257679716	    0.0258940724	    0.0250405072	    0.0252043443	    0.0251479822	    0.0259663590	    0.0259500959	    0.0259570707	    0.0255686384	    0.0254333522	    0.0256442023	    0.0259327249	    0.0259529730
109 	   18.4724040014	   18.4815054351	   18.4938188887	   18.3611978255	   18.4345414457	   18.4194821876	   18.4822292090	   18.4047520665	   18.5234478805	   17.9317228373	   18.4275384254	   19.3988130634	   18.3745449680	   18.4606698211	   17.8224251105	   17.9376343124	   17.8996888840	   18.4924681475	   18.4752393498	   18.4815749028	   18.1862882300	   18.0972375953	   18.2628774694	   18.4587084114	   18.4742534755
110 	   18.6365939342	   18.6444870844	   18.6592221076	   18.5322724249	   18.5933936024	   18.5853425645	   18.6450142009	   18.5202606599	   18.6906846607	   18.0910201090	   18.6000373878	   18.9549586531	   18.5507061549	   18.6341268765	   17.9819633150	   18.0925263367	   18.0574446675	   18.6603502547	   18.6388383162	   18.6482227695	   18.3378092796	   18.2546144132	   18.4316688114	   18.6228651291	   18.6383117683
111 	   18.8258582741	   18.8324713674	   18.8497244228	   18.7299830741	   18.7770871104	   18.7764293865	   18.8328501571	   18.6641142949	   18.8830847583	   18.2749535864	   18.7978856301	   19.0755864750	   18.7519250896	   18.8325502122	   18.1661551467	   18.2719296802	   18.2397162573	   18.8532641036	   18.8274650203	   18.8399304874	   18.5146864566	   18.4371638025	   18.6257374013	   18.8121204193	   18.8274226527
112 	   19.0155890653	   19.0208360355	   19.0406820852	   18.9294827400	   18.9610850084	   18.9681958473	   19.0211091684	   18.8086042512	   19.0759970700	   18.4595952343	   18.9965282079	   19.2456119985	   18.9536222534	   19.0312731322	   18.3511696484	   18.4519090180	   18.4225951002	   19.0465522195	   19.0165038900	   19.0320622932	   18.6927109770	   18.6207454450	   18.8207541307	   19.0018857020	   19.0169718707
113 	   19.2079200881	   19.2117133272	   19.2342243911	   19.1324939149	   19.1475290099	   19.1627609571	   19.2119211534	   18.9548667060	   19.2715929921	   18.6469776443	   19.1980896659	   19.3822350980	   19.1578291896	   19.2323669168	   18.5389672491	   18.6344951861	   18.6080848587	   19.2423294173	   19.2080844986	   19.2267383755	   18.8739865679	   18.8074112949	   19.0188317491	   19.1942937776	   19.2090889722
114 	   19.4028969099	   19.4051463228	   19.4303897205	   19.3386802798	   19.3364742905	   19.3601600866	   19.4053273025	   19.1031717831	   19.4699538263	   18.8371125850	   19.4026084016	   19.4843529939	   19.3645058034	   19.4358240933	   18.7294872183	   18.8196976386	   18.7961715009	   19.4406196366	   19.4022478118	   19.4239894180	   19.0585525260	   18.9971645423	   19.2200186304	   19.3893903353	   19.4038147723
115 	   19.5999033443	   19.6005163212	   19.6285535858	   19.5470824734	   19.5273145610	   19.5597670671	   19.6007074075	   19.2534368800	   19.6705007053	   19.0293769700	   19.6094581979	   19.5828480793	   19.5729581000	   19.6409827019	   18.9220251631	   19.0068916200	   18.9862074433	   19.6407838559	   19.5983730614	   19.6231837275	   19.2457892563	   19.1893580964	   19.4237079577	   19.5865593675	   19.6005280915
116 	   19.7985657292	   19.7974474165	   19.8283341602	   19.7570308559	   19.7196845838	   19.7611962889	   19.7976843756	   19.4057593190	   19.8729014557	   19.2233919880	   19.8182512211	   19.6970924589	   19.7827397023	   19.8474309333	   19.1161074924	   19.1956971676	   19.1777894559	   19.8424261155	   19.7960821730	   19.8239325003	   19.4353075572	   19.3835809482	   19.6295324513	   19.7854268183	   19.7988502045
117 	   19.9987583119	   19.9958118607	   20.0295977746	   19.9681581667	   19.9134659833	   19.9643083239	   19.9961295719	   19.5602900120	   20.0770757336	   19.4190295830	   20.0288435236	   19.8345935497	   19.9936578513	   20.0550123935	   19.3114987796	   19.3859856090	   19.3707656138	   20.0453993157	   19.9952452147	   20.0260955038	   19.6269541082	   19.5796643499	   19.8373697771	   19.9858659988	   19.9986503134
118 	   20.2005012489	   20.1956280612	   20.2323568561	   20.1802999670	   20.1086860178	   20.1691083712	   20.1960608082	   19.7171275288	   20.2830922481	   19.6163145443	   20.2412330115	   19.9958906067	   20.2056718206	   20.2637234917	   19.5081056389	   19.5777818702	   19.5651381254	   20.2497033341	   20.1958784786	   20.2296791940	   19.8207118192	   19.7775829783	   20.0472414123	   20.1878956941	   20.1999436355
119 	   20.4038892438	   20.3969892615	   20.4366985292	   20.3934214801	   20.3054468886	   20.3756752234	   20.3975710132	   19.8763102952	   20.4910965681	   19.8153561540	   20.4554878735	   20.1779345267	   20.4188215111	   20.4736412466	   19.7059102840	   19.7711964293	   19.7609956919	   20.4554137618	   20.3980732183	   20.4347654461	   20.0166305558	   19.9773861615	   20.2592416449	   20.3916088877	   20.4028201380
120 	   20.6090433642	   20.6000154351	   20.6427364183	   20.6075646396	   20.5038781150	   20.5841133263	   20.6007801011	   20.0378448756	   20.7012620535	   20.0163021195	   20.6716980992	   20.3763444974	   20.6331789369	   20.6848741611	   19.9049265448	   19.9663796002	   19.9584681200	   20.6626338164	   20.6019475789	   20.6414634520	   20.2147808031	   20.1791518166	   20.4734893864	   20.5971246484	   20.6073964597
121 	   20.8160812266	   20.8048235688	   20.8505808406	   20.8228116740	   20.7041071571	   20.7945231491	   20.8058052205	   20.2017349856	   20.9137591056	   20.2193100954	   20.8899453511	   20.5867968492	   20.8488179181	   20.8975314371	   20.1051736704	   20.1634934194	   20.1576984842	   20.8714646364	   20.8076169031	   20.8498799856	   20.4152254660	   20.3829583575	   20.6900980855	   20.8045583742	   20.8137862063
122 	   21.0251016867	   21.0115124645	   21.0603235276	   21.0392623150	   20.9062444196	   21.0069860231	   21.0127455084	   20.3680018445	   21.1287388812	   20.4245330242	   21.1102873850	   20.8057362854	   21.0657982170	   21.1117067261	   20.3066641566	   20.3626973355	   20.3588290557	   21.0819901003	   21.0151785444	   21.0601041783	   20.6180059689	   20.5888707685	   20.9091599713	   21.0140065332	   21.0220847540
123 	   21.2361799907	   21.2201580070	   21.2720328258	   21.2570213165	   21.1103785994	   21.2215594249	   21.2216773031	   20.5366979036	   21.3463274339	   20.6321143541	   21.3327530199	   21.0305980878	   21.2841601389	   21.3274724074	   20.5094016510	   20.5641437397	   20.5619970452	   21.2942721252	   21.2247071394	   21.2722027622	   20.8231386567	   20.7969368714	   21.1307406606	   21.2255418608	   21.2323645145
124 	   21.4493694766	   21.4308149816	   21.4857554615	   21.4761928893	   21.3165784788	   21.4382788076	   21.4326559011	   20.7079168323	   21.5666263788	   20.8421893242	   21.5573437701	   21.2597230240	   21.5039257268	   21.5448804963	   20.7133851020	   20.7679795156	   20.7673363415	   21.5083525260	   21.4362564243	   21.4862218639	   21.0306176445	   21.0071899404	   21.3548802868	   21.4392151059	   21.4446767473
125 	   21.6647064117	   21.6435220221	   21.7015214488	   21.6968789704	   21.5248977694	   21.6571625717	   21.6457204400	   20.8818000934	   21.7897166728	   21.0548889940	   21.7840387356	   21.4921262579	   21.7251031555	   21.7639667735	   20.9186157937	   20.9743502783	   20.9749819159	   21.7242580090	   21.6498641775	   21.7021919298	   21.2404207567	   21.2196543055	   21.5815977863	   21.6550599125	   21.6590565031
126 	   21.8822154413	   21.8583071645	   21.9193496117	   21.9191789853	   21.7353805025	   21.8782176569	   21.8608993866	   21.0585388947	   22.0156629987	   21.2703445659	   22.0128002283	   21.7272413721	   21.9476918075	   21.9847556080	   21.1251047606	   21.1834048511	   21.1850744347	   21.9420057664	   21.8655577626	   21.9201332507	   21.4525160744	   21.4343514571	   21.8108958543	   21.8730983141	   21.8755281705
127 	   22.1019141753	   22.0751925302	   22.1392522422	   22.1431896983	   21.9480655078	   22.1014442778	   22.0782151538	   21.2383706086	   22.2445172914	   21.4886905741	   22.2435786508	   21.9647108623	   22.1716865561	   22.2072639971	   21.3328790908	   21.3952985520	   21.3977636483	   22.1616081873	   22.0833587965	   22.1400606081	   21.6668676376	   21.6513051862	   22.0427651142	   22.0933453671	   22.0941101512
128 	   22.3238163491	   22.2941975739	   22.3612383278	   22.3690045795	   22.1629894316	   22.3268392379	   22.2976872836	   21.4215699832	   22.4763208597	   21.7100664070	   22.4763160577	   22.2042499680	   22.3970806921	   22.4315042572	   21.5419865112	   21.6101947567	   21.6132100178	   22.3830761165	   22.3032863764	   22.3619864726	   21.8834397411	   21.8705451904	   22.2771869477	   22.3158123584	   22.3148180981
129 	   22.5479336090	   22.5153409469	   22.5853153996	   22.5967126750	   22.3801883529	   22.5543978688	   22.5193342487	   21.6084366264	   22.7111051755	   21.9346162304	   22.7109484441	   22.4455802539	   22.6238675430	   22.6574854199	   21.7524982449	   21.8282648060	   21.8315846451	   22.6064207085	   22.5253589170	   22.5859228049	   22.1021998637	   22.0921091745	   22.5141350410	   22.5405086366	   22.5376667648
130 	   22.7742762794	   22.7386413278	   22.8114903541	   22.8263972424	   22.5996983602	   22.7841149466	   22.7431742249	   21.7992808017	   22.9488917050	   22.1624876860	   22.9474071077	   22.6884142182	   22.8520411397	   22.8852136874	   21.9645104341	   22.0496866298	   22.0530678758	   22.8316542302	   22.7495949503	   22.8118818136	   22.3231205673	   22.3160437761	   22.7535760053	   22.7674424217	   22.7626708224
