T/R 	1         	2         	3         	4         	5         	6         	7         	8         	9         	10        	11        	12        	13        	14        	15        	16        	17        	18        	19        	20        	21        	22        	23        	24        	25
0   	  577.0929401000	    0.0000136746	    0.0000642268	 5589.1851810000	    0.0000145925	    0.0000673205	7.87674082800E+5	    0.0000096031	    0.0000375589	 9646.8617450000	    0.0000300218	    0.0000078007	1.28634503100E+5	    0.0000437085	    0.0000066443	16248.6536900000	    0.0000177483	    0.0000240387	77127.0595800000	    0.0000195660	    0.0000160293	4.13615375900E+5	    0.0000259437	    0.0000079860	1.41563731100E+6	    0.0000536725	    0.0000061042	2.97549040300E+6	    0.0000945396	    0.0000057391	7.91141024600E+6	    0.0000408313	    0.0000063620	3.11951500100E+5	    0.0000128917	    0.0000094757	4.91859804100E+5	    0.0000435915	    0.0000065059	5.48889538300E+5	    0.0000435854	    0.0000064919	1.19367249300E+6	    0.0001732413	    0.0000055677	1.41661797700E+6	    0.0000917071	    0.0000057749	6.05514367900E+6	    0.0000799193	    0.0000058196	6.74644201500E+6	    0.0001213462	    0.0000063597	84410.4902500000	    0.0002318518	    0.0000055996	2.44820052600E+6	    0.0003166713	    0.0000056375	7.38590341600E+6	8.58911136237E+6	    0.0000054621	8.45649923900E+6	    0.0013429880	    0.0000055389	5.22554843200E+6	    0.0001313113	    0.0000057149	8.60690504900E+5	    0.0001355964	    0.0000063787	2.31193732600E+6	    0.0006159228	    0.0000064470
1   	  577.0928895671	    0.0000102546	    0.0000905470	 5589.1851282913	    0.0000092074	    0.0000897449	7.87674082772E+5	    0.0000099970	    0.0000459384	 9646.8617672403	    0.0000216812	    0.0000082843	1.28634503137E+5	    0.0000395952	    0.0000070435	16248.6536837289	    0.0000128195	    0.0000277621	77127.0595835561	    0.0000156679	    0.0000177281	4.13615375918E+5	    0.0000251893	    0.0000084792	1.41563731105E+6	    0.0000590053	    0.0000064122	2.97549040309E+6	    0.0001279342	    0.0000060264	7.91141024603E+6	    0.0000487201	    0.0000066856	3.11951500103E+5	    0.0000134408	    0.0000101439	4.91859804137E+5	    0.0000421359	    0.0000068638	5.48889538337E+5	    0.0000425348	    0.0000068451	1.19367249317E+6	    0.0003273479	    0.0000058637	1.41661797709E+6	    0.0001111305	    0.0000060685	6.05514367907E+6	    0.0001055678	    0.0000061056	6.74644201511E+6	    0.0001829978	    0.0000067229	84410.4904762710	    0.0003061926	    0.0000059585	2.44820052631E+6	    0.0007798311	    0.0000059558	1.59750147784E+7	5.24368136747E+6	    0.0000058011	8.45649924034E+6	1.11364200440E+6	    0.0000058614	5.22554843213E+6	    0.0002352968	    0.0000060102	8.60690505029E+5	7.16469897459E+5	    0.0000067944	2.31193732661E+6	1.14638830302E+6	    0.0000068566
2   	  577.0928092747	    0.0000096370	    0.0001214006	 5589.1850477538	    0.0000082247	    0.0001134926	7.87674082736E+5	    0.0000104646	    0.0000546517	 9646.8617806375	    0.0000214243	    0.0000087245	1.28634503170E+5	    0.0000412498	    0.0000074291	16248.6536687863	    0.0000113191	    0.0000312179	77127.0595814949	    0.0000155335	    0.0000192739	4.13615375935E+5	    0.0000262013	    0.0000089548	1.41563731110E+6	    0.0000671913	    0.0000067228	2.97549040321E+6	    0.0001510215	    0.0000063176	7.91141024608E+6	    0.0000554004	    0.0000069992	3.11951500107E+5	    0.0000140112	    0.0000108147	4.91859804172E+5	    0.0000445690	    0.0000072153	5.48889538373E+5	    0.0000454541	    0.0000071928	1.19367249349E+6	    0.0004732117	    0.0000061648	1.41661797719E+6	    0.0001246578	    0.0000063661	6.05514367917E+6	    0.0001280076	    0.0000063918	6.74644201529E+6	    0.0002693416	    0.0000070823	84410.4907765052	    0.0004788611	    0.0000063204	2.44820052708E+6	    0.0020002593	    0.0000062881	2.12186961458E+7	    0.0014662309	    0.0000061584	9.57014124473E+6	7.94547300319E+6	    0.0000061944	5.22554843235E+6	    0.0004022238	    0.0000063088	1.57716040248E+6	    0.0018431279	    0.0000072579	3.45832562962E+6	    0.0169889420	    0.0000072828
3   	  577.0926975111	    0.0000094984	    0.0001772530	 5589.1849424859	    0.0000085139	    0.0001532166	7.87674082692E+5	    0.0000108465	    0.0000666523	 9646.8617933372	    0.0000231669	    0.0000091676	1.28634503203E+5	    0.0000441872	    0.0000078153	16248.6536488876	    0.0000107540	    0.0000351440	77127.0595777554	    0.0000157781	    0.0000209498	4.13615375952E+5	    0.0000264997	    0.0000094366	1.41563731116E+6	    0.0000755254	    0.0000070379	2.97549040336E+6	    0.0002318425	    0.0000066175	7.91141024612E+6	    0.0000657648	    0.0000073241	3.11951500110E+5	    0.0000146391	    0.0000114887	4.91859804210E+5	    0.0000470039	    0.0000075669	5.48889538411E+5	    0.0000478576	    0.0000075410	1.19367249396E+6	    0.0028934681	    0.0000064749	1.41661797731E+6	    0.0001698058	    0.0000066693	6.05514367930E+6	    0.0001796068	    0.0000066909	6.74644201555E+6	    0.0006048225	    0.0000074351	84410.4912490458	    0.0016914330	    0.0000066815	2.44820052908E+6	4.40986267692E+6	    0.0000066300	2.12186961473E+7	    0.0006450088	    0.0000065385	1.75156142479E+7	3.25535230614E+6	    0.0000065456	5.22554843275E+6	    0.0010817865	    0.0000066204	1.57716040432E+6	    0.0011436716	    0.0000077070	3.45832564661E+6	    0.0081140322	    0.0000076934
4   	  577.0925297564	    0.0000094567	    0.0002500532	 5589.1847977832	    0.0000092134	    0.0002003185	7.87674082636E+5	    0.0000112293	    0.0000791378	 9646.8618073364	    0.0000248641	    0.0000095789	1.28634503240E+5	    0.0000460537	    0.0000081760	16248.6536244973	    0.0000103557	    0.0000388472	77127.0595725845	    0.0000160165	    0.0000225202	4.13615375969E+5	    0.0000268853	    0.0000098785	1.41563731123E+6	    0.0000815367	    0.0000073336	2.97549040358E+6	    0.0003132495	    0.0000069042	7.91141024618E+6	    0.0000749155	    0.0000076249	3.11951500113E+5	    0.0000151959	    0.0000121088	4.91859804249E+5	    0.0000492933	    0.0000078924	5.48889538451E+5	    0.0000500836	    0.0000078634	1.19367249684E+6	1.65785411399E+6	    0.0000067724	1.41661797747E+6	    0.0002069004	    0.0000069571	6.05514367947E+6	    0.0002301261	    0.0000069737	6.74644201615E+6	    0.0029673074	    0.0000077526	84410.4929337973	4.29350301028E+6	    0.0000070356	6.85806320599E+6	1.48846741790E+6	    0.0000069655	2.12186961479E+7	    0.0003372028	    0.0000069152	2.07709665540E+7	    0.0024444747	    0.0000068811	5.22554843383E+6	    0.0038476970	    0.0000069196	1.57716040545E+6	    0.0005328854	    0.0000081550	3.45832565471E+6	    0.0008266816	    0.0000080906
5   	  577.0922891600	    0.0000095254	    0.0003091282	 5589.1846066782	    0.0000100293	    0.0002357187	7.87674082568E+5	    0.0000116337	    0.0000888510	 9646.8618226216	    0.0000264678	    0.0000099702	1.28634503278E+5	    0.0000473809	    0.0000085198	16248.6535960057	    0.0000101533	    0.0000420333	77127.0595660794	    0.0000161951	    0.0000239218	4.13615375986E+5	    0.0000273939	    0.0000102904	1.41563731130E+6	    0.0000862442	    0.0000076194	2.97549040389E+6	    0.0003941764	    0.0000071860	7.91141024625E+6	    0.0000831393	    0.0000079145	3.11951500116E+5	    0.0000157215	    0.0000126958	4.91859804291E+5	    0.0000513949	    0.0000082026	5.48889538494E+5	    0.0000521041	    0.0000081707	2.85152661082E+6	7.27233763663E+6	    0.0000070668	1.41661797767E+6	    0.0002397988	    0.0000072382	6.05514367969E+6	    0.0002775512	    0.0000072499	6.74644201911E+6	    0.0046132774	    0.0000080508	4.37791350321E+6	    0.0092331270	    0.0000073876	8.34653062388E+6	    0.0022597778	    0.0000073002	2.12186961483E+7	    0.0002106702	    0.0000072969	2.07709665565E+7	    0.0006130312	    0.0000072149	5.22554843767E+6	    0.0059980163	    0.0000072157	1.57716040598E+6	    0.0002373700	    0.0000086168	3.45832565553E+6	    0.0003162738	    0.0000084946
6   	  577.0919895572	    0.0000097029	    0.0003979131	 5589.1843809888	    0.0000107646	    0.0002871687	7.87674082491E+5	    0.0000120802	    0.0001012764	 9646.8618391192	    0.0000278867	    0.0000103846	1.28634503317E+5	    0.0000488868	    0.0000088779	16248.6535641257	    0.0000100598	    0.0000456126	77127.0595583505	    0.0000163566	    0.0000254611	4.13615376003E+5	    0.0000281306	    0.0000107223	1.41563731138E+6	    0.0000926368	    0.0000079191	2.97549040427E+6	    0.0005390909	    0.0000074834	7.91141024633E+6	    0.0000932817	    0.0000082157	3.11951500119E+5	    0.0000163065	    0.0000133203	4.91859804334E+5	    0.0000539767	    0.0000085264	5.48889538538E+5	    0.0000546188	    0.0000084916	1.01238642474E+7	7.10146728380E+6	    0.0000073782	1.41661797790E+6	    0.0002854114	    0.0000075337	6.05514367996E+6	    0.0003530559	    0.0000075416	6.74644202372E+6	    0.0079909110	    0.0000083634	4.37791351243E+6	    0.0032373580	    0.0000077598	8.34653062614E+6	    0.0010918036	    0.0000076568	2.12186961485E+7	    0.0001572616	    0.0000077081	2.07709665571E+7	    0.0003458740	    0.0000075734	5.22554844366E+6	    0.0103688005	    0.0000075298	1.57716040621E+6	    0.0001688011	    0.0000091202	3.45832565584E+6	    0.0002259442	    0.0000089372
7   	  577.0916013470	    0.0000099489	    0.0005451186	 5589.1841045847	    0.0000114028	    0.0003702285	7.87674082402E+5	    0.0000125570	    0.0001176730	 9646.8618566212	    0.0000292595	    0.0000108238	1.28634503357E+5	    0.0000508547	    0.0000092527	16248.6535285728	    0.0000100626	    0.0000496901	77127.0595492449	    0.0000165323	    0.0000271602	4.13615376020E+5	    0.0000290718	    0.0000111774	1.41563731147E+6	    0.0001013404	    0.0000082345	2.97549040481E+6	    0.0009080734	    0.0000077985	7.91141024641E+6	    0.0001064540	    0.0000085304	3.11951500122E+5	    0.0000169620	    0.0000139884	4.91859804379E+5	    0.0000571108	    0.0000088663	5.48889538584E+5	    0.0000576765	    0.0000088284	1.72253315312E+7	6.92714509812E+6	    0.0000077092	1.41661797818E+6	    0.0003614399	    0.0000078458	6.05514368031E+6	    0.0004995886	    0.0000078511	6.74644203170E+6	    0.0184053419	    0.0000087006	4.37791351566E+6	    0.0019142474	    0.0000081546	8.34653062722E+6	    0.0007142179	    0.0000080381	2.12186961486E+7	    0.0001280196	    0.0000081544	2.07709665574E+7	    0.0002521974	    0.0000079611	5.22554845402E+6	    0.0242898133	    0.0000078644	1.57716040637E+6	    0.0001376007	    0.0000096671	3.45832565605E+6	    0.0001839293	    0.0000094252
8   	  577.0910661772	    0.0000102352	    0.0008336150	 5589.1837457589	    0.0000119631	    0.0005329501	7.87674082297E+5	    0.0000130583	    0.0001402734	 9646.8618750568	    0.0000306845	    0.0000112895	1.28634503398E+5	    0.0000534828	    0.0000096458	16248.6534889452	    0.0000101543	    0.0000544038	77127.0595386185	    0.0000167457	    0.0000290481	4.13615376038E+5	    0.0000302196	    0.0000116579	1.41563731156E+6	    0.0001123362	    0.0000085672	2.97549040571E+6	    0.0019511837	    0.0000081331	7.91141024651E+6	    0.0001243135	    0.0000088608	3.11951500125E+5	    0.0000176954	    0.0000147028	4.91859804427E+5	    0.0000610171	    0.0000092238	5.48889538633E+5	    0.0000614454	    0.0000091826	2.41524766293E+7	3.35297371427E+6	    0.0000080622	1.41661797854E+6	    0.0005705799	    0.0000081765	6.05514368080E+6	    0.0008374232	    0.0000081798	6.74644205009E+6	    0.1908323625	    0.0000090694	4.37791351757E+6	    0.0013739604	    0.0000085744	8.34653062793E+6	    0.0005240406	    0.0000084467	2.12186961487E+7	    0.0001095423	    0.0000086400	2.07709665577E+7	    0.0002058089	    0.0000083801	5.22554847830E+6	3.39632753084E+6	    0.0000082212	1.57716040649E+6	    0.0001188201	    0.0000102580	3.45832565623E+6	    0.0001568211	    0.0000099633
9   	  577.0902427974	    0.0000105071	    0.0014626170	 5589.1832247719	    0.0000124224	    0.0009081532	7.87674082169E+5	    0.0000135591	    0.0001701328	 9646.8618944520	    0.0000318897	    0.0000117623	1.28634503442E+5	    0.0000556489	    0.0000100432	16248.6534446959	    0.0000102910	    0.0000595856	77127.0595263160	    0.0000168873	    0.0000310589	4.13615376057E+5	    0.0000313920	    0.0000121447	1.41563731166E+6	    0.0001229723	    0.0000089051	2.97549040765E+6	    0.0004495640	    0.0000084757	7.91141024662E+6	    0.0001438049	    0.0000091960	3.11951500128E+5	    0.0000184367	    0.0000154310	4.91859804479E+5	    0.0000650600	    0.0000095859	5.48889538685E+5	    0.0000653316	    0.0000095412	2.75054503436E+7	    0.0305082290	    0.0000084258	1.41661797910E+6	    0.0007948565	    0.0000085152	6.05514368163E+6	    0.0008971877	    0.0000085170	6.74644224092E+6	    0.6040602449	    0.0000094622	4.37791351893E+6	    0.0010624560	    0.0000090094	8.34653062844E+6	    0.0003902021	    0.0000088721	2.12186961488E+7	    0.0000951653	    0.0000091553	2.07709665579E+7	    0.0001713722	    0.0000088195	8.62187600913E+6	6.57590710211E+6	    0.0000085897	1.57716040660E+6	    0.0001046463	    0.0000108776	3.45832565638E+6	    0.0001349451	    0.0000105398
